1.2228+0.057263j,0.011774+0.0064388j,-0.011895-0.018976j,0.92534-0.31199j,1e+07
1.0013-0.0094488j,-0.0004679+0.00055694j,0.00042113+0.0031748j,0.99646+0.0081594j,1.0223e+07
0.97234+0.011777j,-0.00043272+0.00078117j,-0.00028073-0.00072063j,0.99983-0.0065906j,1.045e+07
1.0204-0.0035688j,0.0011766+0.0010413j,0.00081171-0.00023472j,1.0116-0.01354j,1.0683e+07
0.98193+0.014173j,-0.00080514+0.0017733j,-0.00054674+0.00094323j,0.97879+0.055059j,1.0921e+07
1.003+0.015874j,-0.0022024-2.6199e-06j,0.0011569+0.002058j,1.0104-0.004343j,1.1164e+07
1.0024+0.021117j,0.00058507-7.9512e-05j,-0.0005614-0.0012073j,1.0057-0.0038958j,1.1413e+07
0.98216+0.0051756j,0.00062859+0.0013069j,0.0027495-0.0002945j,1.0358-0.0098977j,1.1667e+07
1.0388-0.0023516j,-0.00015993+0.00070878j,-0.00073205+8.4789e-05j,0.98292+0.0065157j,1.1927e+07
0.98583+0.0046244j,0.00044577+0.00023696j,-0.00062398+0.00031915j,0.99286+0.0098711j,1.2192e+07
0.99563-0.0043072j,6.3039e-05-0.0010365j,-0.00067481+0.0014614j,1.006-0.00019575j,1.2464e+07
0.99119-0.0066566j,-0.001391+0.00010015j,0.0018782-0.00077449j,1.0083+0.0065301j,1.2741e+07
1.0048-0.0072775j,0.00066204+9.7988e-05j,0.00070557-0.00094487j,0.9979-0.0028751j,1.3025e+07
0.99762+0.0008808j,-0.00020915+0.00035628j,-2.2732e-07+0.00084661j,1.005+0.005431j,1.3315e+07
1.0067-0.016367j,3.547e-05-0.00053409j,0.00019697+0.00061891j,1.0074+0.0026914j,1.3612e+07
1.0064+0.0044635j,-0.00028184+0.00037396j,-0.000427-0.00023599j,0.99733+0.0023375j,1.3915e+07
0.99007-0.008177j,0.0005584-1.3267e-07j,-0.00095078-0.00064847j,0.99891-0.015318j,1.4225e+07
0.98883-0.0034376j,-0.00039915-0.00039925j,0.00066242-0.00061778j,1.0073+0.0057693j,1.4541e+07
0.99789+0.0088749j,-0.00021102-0.0013234j,0.00026811+0.0014834j,1.0018+0.0042139j,1.4865e+07
0.99906-0.0030678j,-0.0012994+0.00039551j,-3.121e-05+0.00076535j,0.99348-0.0010874j,1.5196e+07
0.99337+0.0040774j,0.00068156+0.0009507j,-0.00040952+0.0014571j,0.99938+0.011825j,1.5535e+07
1.0122+0.0032806j,0.00099023+5.9976e-05j,-0.00076387-0.00053313j,1.0038-0.0012891j,1.5881e+07
0.99767+0.0094333j,0.00064133-7.902e-05j,0.001176-1.5469e-05j,1.002-0.0025457j,1.6234e+07
1.0054-0.004909j,-0.00062231-0.00019265j,0.00075051-0.00023997j,0.99368-0.0064813j,1.6596e+07
0.99409+0.011625j,6.7041e-05+0.00013444j,0.0001139-0.00056557j,0.99325+0.0088556j,1.6965e+07
1.0043-0.0045809j,0.00016409+0.00011265j,-0.00010441-0.00024868j,1.0022-0.0085067j,1.7343e+07
0.99704+0.0074917j,-0.00068069+0.00032899j,0.00013461+0.00050046j,1.0035+0.011102j,1.7729e+07
0.99807+0.00036561j,-0.00114-0.00046865j,-0.00055557-0.00054044j,0.99326-0.0071807j,1.8124e+07
1.0078+0.010474j,0.0010649-0.0001166j,3.5258e-05-0.00028423j,0.99437+0.0027752j,1.8528e+07
0.99629+0.001422j,0.00023844+9.4064e-05j,-0.00042158-0.0001103j,1.0037-0.0084651j,1.894e+07
0.99671+0.0051012j,-0.00044527-0.00016698j,-7.6881e-05+4.9374e-05j,0.99602-0.0031519j,1.9362e+07
0.99457+6.3701e-05j,-8.4669e-05-0.0001108j,-0.00010928+0.00014361j,0.99638-0.0037191j,1.9793e+07
0.99716-0.0037577j,-0.00052865+0.00044876j,0.00026577+0.00082679j,1.0004+0.015431j,2.0234e+07
0.99663-0.010611j,-0.0001637+0.00057296j,-6.5212e-05-0.00010391j,0.99729+0.0019952j,2.0685e+07
0.99973-0.0014408j,0.00060972+0.0003888j,0.00018748+0.00083473j,0.99693-0.001131j,2.1145e+07
1.0068+0.0035391j,0.00022245-7.0189e-05j,-6.2324e-05+0.00070107j,0.99984-0.0014348j,2.1616e+07
0.99927-0.0041345j,0.00060219+6.724e-05j,0.00028987+0.00022801j,0.99596-0.00061065j,2.2098e+07
1.0046+0.000775j,-0.00047764+0.00045816j,-0.00025222-0.00022808j,0.99672-0.0040847j,2.259e+07
0.99562+0.0025228j,0.00014408+0.00018967j,9.3001e-07+5.6451e-05j,0.99872-0.0063239j,2.3093e+07
1.0011-0.0032389j,-0.00012708-0.00010969j,0.00036855+0.00018636j,1.0027-0.0077914j,2.3607e+07
1.0004-0.0011721j,-0.00049162+0.0004366j,-0.00018289+0.00031104j,0.99977-0.0031605j,2.4133e+07
0.99981+0.0072678j,8.3527e-05+3.3071e-05j,0.00049648-3.5295e-05j,1.0075+0.0074075j,2.467e+07
1.002-0.0035027j,0.00015783+0.00031493j,-0.00021803+0.00055508j,0.99857-0.00094887j,2.522e+07
1.0012+0.0066113j,-2.9506e-05+1.8779e-05j,-0.00039801-1.8029e-05j,1.0058-0.0020645j,2.5781e+07
0.99729+0.0021941j,6.293e-05+0.0006947j,-7.743e-05+0.0001621j,0.99402+0.0027013j,2.6355e+07
1.0023-0.00081209j,0.00038659+1.6767e-05j,-0.00013089+0.00049469j,0.99963+0.0043075j,2.6942e+07
1.0009+0.00052153j,-0.00019336+0.000181j,6.0561e-05+0.00012219j,1.0008-0.0016032j,2.7542e+07
1.0051-0.00034989j,-0.00052714-9.1227e-06j,-0.00029741+0.00033715j,0.99635+0.00098066j,2.8156e+07
1.0015+0.0046856j,-0.00022182-0.00014227j,-8.1575e-06-1.3347e-06j,0.99426+0.0033945j,2.8783e+07
1.0011+0.0055233j,0.00013093+0.00015969j,-0.00033366+0.00011465j,0.99587+0.0030582j,2.9423e+07
0.99974+0.0048102j,0.00032161+0.0001326j,-0.00032318+9.899e-05j,1.0053+0.0048867j,3.0079e+07
0.99768+0.0022108j,4.8752e-05+0.00047118j,0.00019182+0.00015079j,1.0019+0.0023323j,3.0749e+07
0.99837-0.0042075j,-4.9356e-05+0.00026035j,-8.2948e-05+0.00021059j,0.99924-0.00030363j,3.1433e+07
0.99413+0.0009554j,4.928e-05-0.00022889j,0.00029744+0.00014279j,0.99879-0.0032754j,3.2133e+07
1.0001-0.0028668j,-3.9908e-05+9.511e-05j,0.00015923-4.9021e-05j,1.0042-0.00033471j,3.2849e+07
0.9977-0.00053825j,6.9513e-05-9.0582e-05j,-4.5414e-05+4.8221e-05j,1.0021+0.002521j,3.358e+07
0.99848+0.0049639j,-0.00031081+0.00016502j,-8.5575e-05+0.00015835j,0.99639+0.00063566j,3.4328e+07
0.99981+0.0017426j,0.00012849+5.6669e-05j,-2.3387e-05+0.00024745j,1.0017-0.00023922j,3.5093e+07
1.0013+0.0034769j,-7.9399e-05+0.00024509j,-0.00012024+0.00033843j,0.99651+0.0009775j,3.5874e+07
0.99789-0.00078747j,9.4029e-05+0.00038877j,-0.00016601+0.00046879j,1.0045+0.001266j,3.6673e+07
1.0019-0.00060585j,-0.00038741-1.0551e-05j,-0.00022284+0.0001448j,1.0015-0.0043538j,3.749e+07
1.0006-0.0022611j,5.7361e-05+0.00017518j,4.2142e-06+0.00029517j,1.0032+0.0028713j,3.8324e+07
1.0015+0.0024629j,0.00024243+7.9799e-05j,-9.1133e-05+0.00021727j,0.99702+0.00091666j,3.9178e+07
1.0019+0.0043861j,0.00022591+0.00023253j,-0.0002679+0.00053749j,0.99864-0.00018591j,4.005e+07
1.0067+0.0016562j,5.692e-05+0.0004162j,2.9093e-05+0.00018857j,0.99568+0.00099042j,4.0942e+07
0.99997+0.00043308j,0.0001533+9.9007e-05j,0.00034083+0.00041945j,1.0005-0.0027662j,4.1854e+07
1.0001+0.00088011j,-6.6946e-05+0.00034311j,-7.6537e-05+0.00015844j,1.0025+0.0012076j,4.2786e+07
1.001+0.0010897j,8.1925e-05+0.00017163j,7.6641e-05+0.00026328j,0.99885-0.00094493j,4.3739e+07
0.99706-0.00030854j,-0.00015557+0.00024727j,-0.00012812+0.00021453j,0.99722+0.0028542j,4.4713e+07
0.99836-0.0015684j,-7.9953e-05+0.0003842j,-3.0134e-06+0.00012007j,1.0013-0.0027349j,4.5709e+07
0.99926-0.0021856j,0.00013368+0.00027421j,-0.00019891+0.00020762j,0.99811+0.0025883j,4.6726e+07
0.99916-0.00072994j,-8.8188e-05+8.8072e-05j,-0.00023169+0.00030324j,0.99773-0.0012983j,4.7767e+07
1.002+0.001893j,7.0296e-05+0.000223j,5.2375e-05+0.00023455j,1.0053+0.0024683j,4.8831e+07
0.99951-0.0003893j,-0.00011028+0.00016094j,-0.0001658+0.00031286j,0.99974+0.0011886j,4.9918e+07
0.99988+0.00084096j,6.008e-05+0.0003068j,0.00026512+0.00015538j,0.99986+0.0014046j,5.103e+07
1.0006-0.00067092j,-0.00033266+0.00044846j,0.00032933+0.00026107j,0.99909-0.0038668j,5.2166e+07
