1.2296-0.08228j,0.015429-0.0010033j,-0.018505-0.010413j,0.80841-0.24477j,1e+07
1.0086+0.018777j,0.0011076+0.0020131j,0.00012713-6.4462e-05j,1.002+0.01455j,1.0223e+07
0.98575+0.00047927j,0.00070369+0.00078281j,0.00036255-0.0012849j,0.99057-0.011114j,1.045e+07
1.0014-0.0091198j,-0.00081091+0.001352j,0.00027845+0.00064772j,1.0036-0.0053869j,1.0683e+07
0.98814-0.012542j,0.001121-0.0015641j,-0.00054158+0.0015181j,0.98708+0.042065j,1.0921e+07
1.0213+0.0039852j,-0.0010097+0.0011557j,0.0001183+0.0022178j,1.0106-0.00097976j,1.1164e+07
1.0001+0.0095494j,-2.1028e-05-0.00063329j,-0.00085844+0.00067842j,1.0033+0.0082631j,1.1413e+07
1.0025+0.02069j,0.00048361+0.00010368j,0.0011946+0.0015993j,1.0283+0.014993j,1.1667e+07
1.0195-0.012945j,0.00026189+0.00028414j,-0.0008997-0.00036795j,0.99268-0.0023167j,1.1927e+07
1.0016+0.014581j,0.00086032+0.00059755j,0.0003933+0.00034652j,0.99707+0.010954j,1.2192e+07
0.99469-0.0051791j,0.00081281-0.00037892j,-0.0012853-0.00055497j,0.99284+0.0018434j,1.2464e+07
0.99577-0.0082621j,-0.0013676+0.00066731j,0.0011088-0.00043318j,0.98317-0.0022616j,1.2741e+07
1.0048-0.012045j,0.0018484-0.00022911j,0.0021357-0.00040255j,1.0119+0.0027651j,1.3025e+07
1.0006+0.0065986j,5.7232e-05+0.0012997j,-0.00041643+0.001879j,1.0057-0.014967j,1.3315e+07
1.0036+0.0028059j,0.00056477-0.00053793j,0.00043715+0.00060491j,1.0072+0.0026251j,1.3612e+07
1.0163+0.00071605j,0.00047234-5.8655e-06j,-0.0011034+0.00043705j,0.99631-0.01076j,1.3915e+07
0.99857-0.014742j,0.00011232-0.00045568j,-0.0006964-0.00021306j,0.99844-0.013462j,1.4225e+07
0.99945+0.00395j,-0.00089135-0.00057765j,-6.0807e-05+0.00029645j,1.0093+0.0034188j,1.4541e+07
0.99617-0.0011852j,-0.00037297-0.00080477j,0.00079885+0.00071286j,1.0074-0.0035596j,1.4865e+07
