1.0078-0.087571j,-0.53679+0.026042j,-0.0068076+0.0023199j,0.46201-0.03454j,1e+07
0.99888+0.011047j,-0.64053-0.01917j,0.00066035-0.00067324j,0.57299-0.0030393j,1.0223e+07
0.97667-0.0057303j,-0.6413+0.0055985j,-0.00012883+0.00018403j,0.5735-0.0023285j,1.045e+07
0.99272-0.010466j,-0.65135-0.0026744j,-0.00068385+0.00048149j,0.58489-0.00013546j,1.0683e+07
0.98691+0.006937j,-0.6519-0.014794j,-0.00095682+0.00063878j,0.5781+0.018059j,1.0921e+07
1.0089-0.007635j,-0.67135+0.0089445j,0.00011287+0.0017474j,0.60056-0.0020559j,1.1164e+07
1.0066+0.021328j,-0.67729-0.017032j,-0.00087754+0.00035335j,0.59049+0.0069188j,1.1413e+07
0.98889+0.0076057j,-0.68809-0.0052529j,7.2927e-05+0.00051257j,0.61251-0.0081167j,1.1667e+07
1.0188-0.0094131j,-0.6892+0.0030607j,-0.00010133+0.00064785j,0.59946+0.0011382j,1.1927e+07
1.0012+0.0026005j,-0.68468-0.0038514j,-0.001572+0.00073721j,0.59595+0.011429j,1.2192e+07
0.99319-0.010362j,-0.68805+0.0087887j,0.0014888-0.0017984j,0.61308-0.00095545j,1.2464e+07
0.9977+0.01447j,-0.70038-0.012656j,0.0017741-0.00060828j,0.60619+0.0041489j,1.2741e+07
1.0041-0.0092202j,-0.70188+0.0099447j,0.00095398-0.0021277j,0.617-0.0069534j,1.3025e+07
1.0005+0.021581j,-0.70902-0.0043264j,-0.00013928+0.0016979j,0.61485-0.0047167j,1.3315e+07
0.99603-0.005343j,-0.71271+0.011544j,-7.1914e-05+0.0007511j,0.61293-0.0044871j,1.3612e+07
1.0077-0.007234j,-0.71756+0.0076049j,-0.00033915-3.3079e-05j,0.61606-0.0076019j,1.3915e+07
0.99715+0.0021035j,-0.70242+0.0035575j,-3.1598e-06-4.046e-05j,0.61468-0.0038089j,1.4225e+07
0.99873+0.0013118j,-0.71+0.0010345j,-0.0011552-0.00099387j,0.61469+0.010747j,1.4541e+07
1.0014+0.0063459j,-0.72421-0.0016339j,0.00123+0.001151j,0.62318-0.0037366j,1.4865e+07
0.99199-0.0036031j,-0.71325+0.0082079j,-5.6748e-05-0.00023208j,0.61895-0.00012939j,1.5196e+07
0.99494+0.0018609j,-0.72051+0.0053227j,-0.00021436+0.00057196j,0.61488+0.0079427j,1.5535e+07
1.0027-0.0042483j,-0.72258+0.011246j,-0.0011938+0.00043747j,0.61701-0.00050789j,1.5881e+07
1.0052+0.0018987j,-0.7339+0.0046103j,0.00060133+0.00023821j,0.62433-0.001216j,1.6234e+07
1.0154-0.0049518j,-0.73637+0.012732j,-7.5449e-05+0.00037972j,0.61632+0.0046166j,1.6596e+07
0.98771+0.0045989j,-0.71728+0.0052294j,0.00040455-3.3467e-05j,0.6193+0.0028313j,1.6965e+07
1.0005+0.00055241j,-0.73136+0.0024003j,-4.5484e-05-0.00036097j,0.61834-0.0028281j,1.7343e+07
0.99894-0.0012562j,-0.73756+0.0063024j,-0.00040345-0.00033985j,0.62644+0.00031393j,1.7729e+07
0.9993-0.0018767j,-0.7349+0.0083773j,-0.00058977-0.00060964j,0.6171-0.0044097j,1.8124e+07
1.0005+0.0016767j,-0.72499+0.0053764j,2.4815e-05+0.00068113j,0.62456+0.0030589j,1.8528e+07
1.0002+0.0073254j,-0.73204+0.00047749j,0.00012201+0.00026601j,0.6225-0.0038301j,1.894e+07
0.99642+0.0045225j,-0.73734+0.0041805j,-1.6806e-05-0.00037434j,0.62784-0.0075827j,1.9362e+07
0.99304-0.0080076j,-0.73143+0.012735j,-0.00064099+0.00048981j,0.62432-0.0054449j,1.9793e+07
0.99522-0.0038731j,-0.7346+0.0028194j,-0.00031931+0.00040614j,0.62749+0.0079353j,2.0234e+07
0.99313-0.0060015j,-0.73368+0.010315j,0.00017596-0.00060663j,0.63029-0.0014259j,2.0685e+07
1.0026-0.0035917j,-0.74059+0.005691j,0.00043481+0.00017758j,0.63009+0.0002929j,2.1145e+07
1.0045+0.0052072j,-0.74466-0.0019741j,0.00030004+0.00048214j,0.63366-0.002576j,2.1616e+07
1.0104+0.0029308j,-0.74864+0.0018391j,-5.1205e-05+0.000258j,0.63165+0.00071365j,2.2098e+07
0.99747-0.0047953j,-0.7449+0.0038727j,-0.00020035+0.00042767j,0.62719-0.0057666j,2.259e+07
0.99848+0.0029254j,-0.74232+0.0077965j,-7.38e-06-0.00017678j,0.63186-0.0042577j,2.3093e+07
1.0021-0.015969j,-0.7483+0.015208j,0.00047702+9.5984e-05j,0.63568-0.0028569j,2.3607e+07
1.0012+0.0017802j,-0.75001+0.0044807j,0.00022059+0.00061183j,0.63645-0.0050025j,2.4133e+07
0.999+0.0044181j,-0.74676+0.0016027j,0.00011472+0.00024659j,0.63755+0.0080612j,2.467e+07
1.0006-0.00085308j,-0.75123+0.0041515j,1.2955e-05+0.00010332j,0.63565+0.00029255j,2.522e+07
1.0049+0.0067076j,-0.75326+0.0015738j,-0.00011793+2.1135e-05j,0.63973-0.00011614j,2.5781e+07
1.0004-0.0014537j,-0.75082+0.0033837j,-0.00027708+0.00022808j,0.63493-0.0019613j,2.6355e+07
1.001+0.00029758j,-0.75034+0.0031423j,0.00022335+0.00021963j,0.63581+0.0011169j,2.6942e+07
1.0027-0.0032545j,-0.75145+0.0061023j,-0.00017559+0.00017642j,0.63919-0.0030792j,2.7542e+07
1.0025-0.0030245j,-0.75434+0.0027337j,-2.4011e-05+6.4684e-05j,0.63691-0.00080172j,2.8156e+07
