NA	Step NA->	0	0	0	0
Time(s):	Sweep V(V):	Ch1 I1(A):	Ch1 I2(A):	Ch2 V1(V):	Ch2 V2(V):
3.000000E-3	-1.000000E-3	-1.309208E-8	-1.346644E-8	-8.510454E-4	-8.504940E-4
2.650000E-1	-9.000000E-4	-1.163880E-8	-1.205524E-8	-7.477750E-4	-7.469827E-4
3.850000E-1	-8.000000E-4	-9.987840E-9	-1.009300E-8	-6.489225E-4	-6.481902E-4
5.040000E-1	-7.000000E-4	-8.770121E-9	-8.551400E-9	-5.526624E-4	-5.519397E-4
6.240000E-1	-6.000000E-4	-7.064460E-9	-7.154900E-9	-4.542586E-4	-4.531247E-4
7.440000E-1	-5.000000E-4	-5.497620E-9	-5.508140E-9	-3.556889E-4	-3.543505E-4
8.640000E-1	-4.000000E-4	-4.084300E-9	-4.071700E-9	-2.584470E-4	-2.570776E-4
9.840000E-1	-3.000000E-4	-2.420720E-9	-2.416520E-9	-1.557455E-4	-1.542475E-4
1.114000E+0	-2.000000E-4	-8.580801E-10	-8.412600E-10	-5.745974E-5	-5.588042E-5
1.234000E+0	-1.000000E-4	6.288400E-10	6.582800E-10	-3.940614E-5	-4.053041E-5
1.354000E+0	-2.235174E-11	2.124180E-9	2.246160E-9	1.390388E-4	1.388396E-4
1.474000E+0	9.999998E-5	3.720460E-9	3.817200E-9	2.367001E-4	2.377483E-4
1.594000E+0	2.000000E-4	5.365120E-9	5.392460E-9	3.358324E-4	3.367447E-4
1.714000E+0	3.000000E-4	6.860460E-9	6.696420E-9	4.370034E-4	4.360751E-4
1.835000E+0	4.000000E-4	8.488300E-9	8.587140E-9	5.358080E-4	5.368327E-4
1.954000E+0	5.000000E-4	9.245420E-9	9.985740E-9	6.339304E-4	6.350001E-4
2.074000E+0	6.000000E-4	1.167036E-8	1.131282E-8	7.322336E-4	7.337466E-4
2.193000E+0	7.000000E-4	1.347696E-8	1.322878E-8	8.336397E-4	8.347865E-4
2.313000E+0	8.000000E-4	1.495546E-8	1.507324E-8	9.321548E-4	9.333657E-4
2.433000E+0	9.000000E-4	1.665270E-8	1.672000E-8	1.030606E-3	1.031511E-3
2.552000E+0	9.999999E-4	1.818590E-8	1.832470E-8	1.131225E-3	1.131857E-3
