NA	Step NA->	0	0	0	0
Time(s):	Sweep V(V):	Ch1 I1(A):	Ch1 I2(A):	Ch2 V1(V):	Ch2 V2(V):
3.000000E-3	-1.000000E-3	-2.235688E-7	-2.231482E-7	-3.294638E-4	-3.301630E-4
2.540000E-1	-9.000000E-4	-1.956032E-7	-1.957042E-7	-2.879537E-4	-2.882857E-4
3.740000E-1	-8.000000E-4	-1.694548E-7	-1.693286E-7	-2.474737E-4	-2.488196E-4
4.940000E-1	-7.000000E-4	-1.435735E-7	-1.437754E-7	-2.089307E-4	-2.089939E-4
6.140000E-1	-6.000000E-4	-1.170844E-7	-1.173704E-7	-1.696477E-4	-1.692194E-4
7.340000E-1	-5.000000E-4	-9.104110E-8	-9.106213E-8	-1.293561E-4	-1.286901E-4
8.540000E-1	-4.000000E-4	-6.492208E-8	-6.504828E-8	-8.948318E-5	-8.970697E-5
9.740000E-1	-3.000000E-4	-3.761270E-8	-3.752858E-8	-4.852772E-5	-4.802233E-5
1.094000E+0	-2.000000E-4	-1.132964E-8	-1.128338E-8	-8.928820E-6	-8.287460E-6
1.214000E+0	-1.000000E-4	1.458322E-8	1.450330E-8	3.037023E-5	3.101374E-5
1.334000E+0	-2.235174E-11	4.086202E-8	4.079472E-8	7.037599E-5	7.062761E-5
1.453000E+0	9.999998E-5	6.722500E-8	6.703782E-8	1.098946E-4	1.106826E-4
1.573000E+0	2.000000E-4	9.366578E-8	9.328722E-8	1.497087E-4	1.505546E-4
1.693000E+0	3.000000E-4	1.202895E-7	1.199446E-7	1.899779E-4	1.903527E-4
1.812000E+0	4.000000E-4	1.472729E-7	1.466777E-7	2.301582E-4	2.312815E-4
1.933000E+0	5.000000E-4	1.731375E-7	1.730681E-7	2.703011E-4	2.712262E-4
2.053000E+0	6.000000E-4	1.994205E-7	1.990209E-7	3.097705E-4	3.107277E-4
2.172000E+0	7.000000E-4	2.268203E-7	2.260611E-7	3.517304E-4	3.521351E-4
2.292000E+0	8.000000E-4	2.529057E-7	2.527984E-7	3.911153E-4	3.910639E-4
2.412000E+0	9.000000E-4	2.787997E-7	2.789932E-7	4.306115E-4	4.312261E-4
2.531000E+0	9.999999E-4	3.056170E-7	3.052804E-7	4.720800E-4	4.722577E-4
