Wave;Sample;Dark;Reference
414.205;-2.251;-6.594;0.000
414.369;-1.372;-3.097;0.000
414.533;9.276;2.846;0.000
414.698;10.294;6.426;0.000
414.862;0.682;-1.363;0.000
415.026;1.630;3.121;0.000
415.190;6.449;-6.229;0.000
415.354;12.469;1.191;0.000
415.518;-7.599;-6.015;0.000
415.682;3.541;12.097;0.000
415.846;3.733;0.972;0.000
416.010;8.801;3.322;0.000
416.174;-1.548;-1.373;0.000
416.338;8.223;-8.020;0.000
416.502;0.100;-5.231;0.000
416.667;1.012;-1.933;0.000
416.831;5.012;1.039;0.000
416.995;3.559;6.831;0.000
417.159;-1.809;-7.257;0.000
417.323;9.629;-4.135;0.000
417.487;-11.283;-3.374;0.000
417.651;12.679;1.041;0.000
417.815;-9.863;-4.846;0.000
417.979;6.874;5.982;0.000
418.143;-4.195;-3.232;0.000
418.307;8.591;-5.522;0.000
418.471;-4.072;-9.542;0.000
418.634;2.540;-2.455;0.000
418.798;1.643;-6.193;0.000
418.962;4.363;2.985;0.000
419.126;2.750;-6.048;0.000
419.290;4.295;3.244;0.000
419.454;-3.881;-6.641;0.000
419.618;9.575;11.208;0.000
419.782;-10.163;-4.717;0.000
419.946;3.276;3.067;0.000
420.110;4.436;-6.372;0.000
420.274;-0.725;4.936;0.000
420.438;-2.425;-9.208;0.000
420.601;5.611;14.152;0.000
420.765;2.977;2.171;0.000
420.929;8.029;3.804;0.000
421.093;-11.391;2.374;0.000
421.257;3.590;7.106;0.000
421.421;-3.970;-9.228;0.000
421.585;7.293;5.803;0.000
421.748;-0.826;-1.295;0.000
421.912;7.065;-3.387;0.000
422.076;1.520;-3.928;0.000
422.240;3.804;-4.403;0.000
422.404;-5.320;-3.272;0.000
422.568;6.803;2.593;0.000
422.731;-1.496;-0.403;0.000
422.895;8.240;2.329;0.000
423.059;5.277;-2.801;0.000
423.223;3.958;7.231;0.000
423.386;-9.671;-10.580;0.000
423.550;3.488;0.412;0.000
423.714;-3.548;-12.800;0.000
423.878;9.206;4.433;0.000
424.041;-2.565;-8.821;0.000
424.205;4.171;0.060;0.000
424.369;-5.339;-2.027;0.000
424.533;6.259;2.628;0.000
424.696;10.802;7.900;0.000
424.860;3.502;3.026;0.000
425.024;-3.952;5.100;0.000
425.187;-2.216;0.834;0.000
425.351;-3.741;-4.842;0.000
425.515;4.735;4.259;0.000
425.678;-5.052;-13.531;0.000
425.842;10.714;8.871;0.000
426.006;-4.445;2.257;0.000
426.169;4.100;11.556;0.000
426.333;-3.774;3.349;0.000
426.497;1.434;-3.769;0.000
426.660;4.524;11.619;0.000
426.824;-5.198;-6.514;0.000
426.988;-4.951;-4.716;0.000
427.151;4.890;11.053;0.000
427.315;-1.775;0.124;0.000
427.478;3.314;4.011;0.000
427.642;1.296;-5.967;0.000
427.806;8.013;6.300;0.000
427.969;-2.987;-11.902;0.000
