Wavelength (nm);Intensity Source
930.909;4.468
931.207;4.492
931.504;4.565
931.801;4.370
932.098;4.639
932.395;4.468
932.692;4.468
932.989;4.419
933.286;4.541
933.582;4.541
933.879;4.468
934.176;4.565
934.472;4.565
934.769;4.419
935.065;4.541
935.362;4.443
935.658;4.468
935.954;4.419
936.251;4.443
936.547;4.443
936.843;4.541
937.139;4.468
937.435;4.468
937.731;4.419
938.027;4.517
938.323;4.419
938.618;4.395
938.914;4.395
939.210;4.492
939.505;4.468
939.801;4.468
940.097;4.468
940.392;4.443
940.687;4.419
940.983;4.370
941.278;4.395
941.573;4.370
941.868;4.565
942.163;4.443
942.458;4.443
942.753;4.395
943.048;4.443
943.343;4.370
943.638;4.346
943.933;4.663
944.227;4.541
944.522;4.565
944.817;4.565
945.111;4.492
945.406;4.492
945.700;4.468
945.994;4.468
946.289;4.468
946.583;4.419
946.877;4.443
947.171;4.370
947.465;4.468
947.759;4.590
948.053;4.517
948.347;4.565
948.641;4.639
948.935;4.297
949.228;4.419
949.522;4.517
949.816;4.492
950.109;4.541
950.403;4.468
950.696;4.443
950.989;4.785
951.283;4.517
951.576;4.468
951.869;4.346
952.162;4.492
952.455;4.590
952.748;4.443
953.041;4.419
953.334;4.419
953.627;4.517
953.920;4.541
954.213;4.443
954.505;4.468
954.798;4.517
955.090;4.541
955.383;4.492
955.675;4.443
955.968;4.492
956.260;4.443
956.552;4.468
956.844;4.443
957.137;4.468
957.429;4.468
957.721;4.419
958.013;4.517
958.305;4.370
958.596;4.492
958.888;4.443
959.180;4.492
959.472;4.492
959.763;4.468
960.055;4.565
960.346;4.346
960.638;4.443
960.929;4.346
961.220;4.468
961.512;4.541
961.803;4.492
962.094;4.517
962.385;4.517
962.676;4.443
962.967;4.419
963.258;4.443
963.549;4.443
963.840;4.541
964.130;4.419
964.421;4.395
964.712;4.517
965.002;4.419
965.293;4.492
965.583;4.492
965.874;4.395
966.164;4.468
966.454;4.395
966.744;4.443
967.034;4.370
967.325;4.590
967.615;4.492
967.905;4.395
968.194;4.517
968.484;4.492
968.774;4.468
969.064;4.517
969.353;4.492
969.643;4.492
969.933;4.492
970.222;4.419
970.512;4.468
970.801;4.395
971.090;4.468
971.380;4.492
971.669;4.517
971.958;4.541
972.247;4.492
972.536;4.443
972.825;4.517
973.114;4.443
973.403;4.541
973.691;4.565
973.980;4.541
974.269;4.346
974.558;4.492
974.846;4.517
975.135;4.395
975.423;4.468
975.711;4.370
976.000;4.419
976.288;4.468
976.576;4.468
976.864;4.468
977.152;4.346
977.440;4.370
977.728;4.443
978.016;4.517
978.304;4.492
978.592;4.395
978.880;4.395
979.167;4.590
979.455;4.517
979.742;4.370
980.030;4.443
980.317;4.419
980.605;4.492
980.892;4.492
981.179;4.492
981.466;4.492
981.753;4.517
982.041;4.468
982.328;4.492
982.614;4.492
982.901;4.346
983.188;4.590
983.475;4.370
983.762;4.492
984.048;4.346
984.335;4.468
984.621;4.492
984.908;4.395
985.194;4.517
985.481;4.492
985.767;4.419
986.053;4.443
986.339;4.517
986.625;4.492
986.911;4.468
987.197;4.468
987.483;4.395
987.769;4.395
988.055;4.517
988.341;4.468
988.626;4.565
988.912;4.541
989.198;4.419
989.483;4.395
989.769;4.517
990.054;4.590
990.339;4.517
990.625;4.517
990.910;4.395
991.195;4.639
991.480;4.541
991.765;4.492
992.050;4.346
992.335;4.541
992.620;4.395
992.905;4.492
993.189;4.468
993.474;4.565
993.759;4.395
994.043;4.419
994.328;4.517
994.612;4.541
994.896;4.517
995.181;4.443
995.465;4.541
995.749;4.492
996.033;4.443
996.317;4.370
996.601;4.321
996.885;4.395
997.169;4.517
997.453;4.321
997.737;4.346
998.020;4.395
998.304;4.443
998.588;4.492
998.871;4.468
999.155;4.419
999.438;4.443
999.721;4.419
1000.005;4.468
1000.288;4.541
1000.571;4.419
1000.854;4.492
1001.137;4.395
1001.420;4.419
1001.703;4.395
1001.986;4.492
1002.269;4.492
1002.551;4.541
1002.834;4.321
1003.117;4.443
1003.399;4.419
1003.682;4.419
1003.964;4.370
1004.247;4.321
1004.529;4.492
1004.811;4.419
1005.093;4.492
1005.375;4.492
1005.658;4.395
1005.940;4.468
1006.221;4.346
1006.503;4.419
1006.785;4.419
1007.067;4.468
1007.349;4.468
1007.630;4.590
1007.912;4.492
1008.193;4.541
1008.475;4.468
1008.756;4.419
1009.038;4.492
1009.319;4.468
1009.600;4.541
1009.881;4.492
1010.162;4.395
1010.443;4.370
1010.724;4.492
1011.005;4.443
1011.286;4.492
1011.567;4.443
1011.847;4.541
1012.128;4.492
1012.409;4.419
1012.689;4.541
1012.970;4.492
1013.250;4.443
1013.531;4.517
1013.811;4.468
1014.091;4.590
1014.371;4.492
1014.651;4.443
1014.931;4.419
1015.211;4.443
1015.491;4.517
1015.771;4.517
1016.051;4.565
1016.331;4.492
1016.610;4.419
1016.890;4.346
1017.170;4.468
1017.449;4.346
1017.728;4.492
1018.008;4.419
1018.287;4.395
1018.566;4.761
