Wavelength (nm);Absorbance Solution;Transmittance Solution
754.461;0.013;97.040
754.791;0.013;97.126
755.120;0.010;97.712
755.449;0.023;94.775
755.778;0.016;96.434
756.107;0.026;94.266
756.436;0.014;96.938
756.765;0.020;95.450
757.094;0.013;97.040
757.423;0.020;95.527
757.752;0.024;94.592
758.081;0.017;96.230
758.410;0.015;96.628
758.738;0.014;96.731
759.067;0.020;95.567
759.396;0.019;95.658
759.724;0.028;93.686
760.053;0.022;95.159
760.381;0.021;95.344
760.709;0.018;95.850
761.038;0.028;93.747
761.366;0.017;96.070
761.694;0.020;95.419
762.022;0.014;96.801
762.351;0.014;96.868
762.679;0.019;95.766
763.007;0.018;95.979
763.335;0.018;95.934
763.663;0.030;93.240
763.990;0.010;97.644
764.318;0.018;96.006
764.646;0.020;95.605
764.974;0.017;96.159
765.301;0.017;96.165
765.629;0.030;93.297
765.957;0.027;94.050
766.284;0.011;97.514
766.612;0.019;95.778
766.939;0.010;97.643
767.266;0.019;95.781
767.594;0.019;95.737
767.921;0.018;96.006
768.248;0.019;95.791
768.575;0.005;98.758
768.902;0.009;98.041
769.229;0.015;96.604
769.556;0.032;92.801
769.883;0.017;96.192
770.210;0.014;96.746
770.537;0.020;95.445
770.864;0.022;95.126
771.191;0.024;94.713
771.517;0.008;98.120
771.844;0.003;99.273
772.171;0.009;97.981
772.497;0.022;95.035
772.824;0.011;97.565
773.150;0.018;96.032
773.476;0.035;92.233
773.803;0.013;97.005
774.129;0.027;94.061
774.455;0.011;97.571
774.781;0.013;97.131
775.107;0.028;93.764
775.434;0.015;96.658
775.760;0.008;98.080
776.086;0.017;96.128
776.411;0.014;96.739
776.737;0.013;97.016
777.063;0.017;96.208
777.389;0.013;96.942
777.715;0.016;96.353
778.040;0.025;94.385
778.366;0.010;97.724
778.691;0.007;98.389
779.017;0.011;97.417
779.342;0.020;95.462
779.668;0.007;98.425
779.993;0.010;97.742
780.318;0.006;98.720
780.644;0.025;94.344
780.969;0.006;98.588
781.294;0.026;94.268
781.619;0.005;98.941
781.944;0.018;95.850
782.269;0.004;99.068
782.594;0.009;97.916
782.919;0.008;98.180
783.244;0.027;94.020
783.568;0.014;96.901
783.893;0.030;93.417
784.218;0.010;97.679
784.542;0.006;98.721
784.867;0.024;94.562
785.192;0.000;100.000
785.516;0.010;97.815
785.840;0.031;93.119
786.165;0.009;97.939
786.489;0.000;100.000
786.813;0.000;100.000
787.138;6.115E-4;99.859
787.462;0.021;95.325
787.786;0.005;98.811
788.110;0.024;94.682
788.434;0.013;97.034
788.758;0.014;96.918
789.082;0.013;96.988
789.406;0.021;95.229
789.729;0.015;96.669
790.053;0.004;99.026
790.377;0.005;98.905
790.700;0.033;92.658
791.024;0.011;97.596
791.348;0.007;98.370
791.671;0.012;97.259
791.994;0.019;95.778
792.318;0.025;94.326
792.641;0.004;99.107
792.964;0.008;98.174
793.288;0.000;100.000
793.611;0.000;100.000
793.934;0.016;96.445
794.257;0.023;94.841
794.580;0.002;99.523
794.903;0.003;99.299
795.226;0.006;98.522
795.549;0.027;93.958
795.871;0.003;99.271
796.194;0.018;96.025
796.517;0.014;96.932
796.840;0.004;99.064
797.162;0.017;96.120
797.485;0.015;96.672
797.807;0.013;97.037
798.130;0.002;99.614
798.452;0.000;100.000
798.774;0.007;98.318
799.097;0.022;94.982
799.419;0.000;100.000
799.741;0.000;100.000
800.063;0.009;97.936
800.385;0.000;100.000
800.707;0.001;99.675
801.029;0.004;99.012
801.351;0.000;100.000
801.673;0.000;100.000
801.995;0.000;100.000
802.317;0.000;100.000
802.638;0.020;95.568
802.960;0.000;100.000
803.281;0.005;98.898
803.603;0.004;98.974
803.924;0.000;100.000
804.246;0.003;99.285
804.567;0.021;95.323
804.889;0.000;100.000
805.210;0.010;97.652
805.531;0.003;99.296
805.852;0.000;100.000
806.173;0.014;96.818
806.495;0.010;97.810
806.816;0.000;100.000
807.137;0.004;99.173
807.457;0.015;96.526
807.778;0.000;100.000
808.099;0.000;100.000
808.420;0.004;98.975
808.741;0.000;100.000
809.061;0.000;100.000
809.382;0.009;97.871
809.702;0.000;100.000
810.023;0.000;100.000
810.343;0.000;100.000
810.664;0.000;100.000
810.984;0.022;94.957
811.304;0.002;99.447
811.625;0.005;98.864
811.945;0.000;100.000
812.265;0.001;99.767
812.585;0.004;99.072
812.905;0.008;98.217
813.225;0.004;99.197
813.545;0.000;100.000
813.865;0.005;98.822
814.184;0.003;99.332
814.504;0.000;100.000
814.824;0.000;100.000
815.144;0.000;100.000
815.463;0.000;100.000
815.783;0.009;97.854
816.102;0.014;96.891
816.422;0.000;100.000
816.741;0.000;100.000
817.060;0.000;100.000
817.380;0.020;95.400
817.699;0.000;100.000
818.018;0.007;98.297
818.337;0.000;100.000
818.656;0.000;100.000
818.975;0.000;100.000
819.294;2.462E-4;99.943
819.613;0.000;100.000
819.932;0.005;98.892
820.251;0.001;99.661
820.570;0.000;100.000
820.888;0.000;100.000
821.207;0.000;100.000
821.526;0.019;95.763
821.844;0.010;97.685
822.163;0.007;98.404
822.481;0.000;100.000
822.799;0.000;100.000
823.118;0.000;100.000
823.436;0.000;100.000
823.754;0.012;97.220
824.072;0.031;93.203
824.390;0.000;100.000
824.709;0.009;97.938
825.027;0.006;98.725
825.345;0.000;100.000
825.662;0.002;99.633
825.980;0.000;100.000
826.298;0.024;94.517
826.616;0.019;95.794
826.934;2.224E-4;99.949
827.251;0.000;100.000
827.569;0.000;100.000
827.886;0.000;100.000
828.204;0.037;91.761
828.521;0.006;98.674
828.839;0.009;98.035
829.156;0.000;100.000
829.473;0.000;100.000
829.790;0.000;100.000
830.108;0.015;96.610
830.425;0.021;95.387
830.742;0.010;97.732
831.059;0.026;94.186
831.376;0.000;100.000
831.693;0.013;97.008
832.009;0.006;98.612
832.326;0.017;96.178
832.643;0.018;95.924
832.960;0.000;100.000
833.276;0.025;94.374
833.593;0.040;91.299
833.909;0.030;93.351
834.226;0.000;100.000
834.542;7.244E-4;99.833
834.859;0.000;100.000
835.175;0.002;99.500
835.491;0.021;95.365
835.807;0.020;95.441
836.123;0.011;97.474
836.440;0.000;100.000
836.756;0.036;92.075
837.072;0.018;95.906
837.388;0.000;100.000
837.703;0.012;97.208
838.019;0.020;95.421
838.335;0.035;92.224
838.651;0.004;99.056
838.966;0.026;94.095
839.282;0.032;92.971
839.598;0.029;93.603
839.913;0.037;91.735
840.229;0.032;92.861
840.544;0.000;100.000
840.859;0.013;96.992
841.175;0.020;95.558
841.490;8.437E-4;99.806
841.805;0.013;97.095
842.120;0.043;90.675
842.435;0.000;100.000
842.750;0.032;92.890
843.065;0.008;98.067
843.380;0.032;92.833
843.695;0.000;100.000
844.010;0.013;96.992
844.325;0.030;93.325
844.639;0.029;93.500
844.954;0.018;96.021
845.269;0.000;100.000
845.583;0.042;90.811
845.898;0.011;97.552
846.212;0.025;94.385
846.526;0.000;100.000
846.841;0.000;100.000
847.155;0.051;88.931
847.469;0.024;94.560
847.783;0.052;88.711
848.097;0.000;100.000
848.412;0.063;86.460
848.726;0.000;100.000
849.039;0.046;90.016
849.353;0.000;100.000
849.667;0.026;94.246
849.981;0.019;95.614
850.295;0.030;93.274
850.608;0.023;94.926
850.922;0.006;98.514
851.236;0.090;81.255
851.549;0.035;92.169
851.863;0.005;98.869
852.176;0.011;97.424
852.489;0.005;98.830
852.803;0.028;93.842
853.116;0.058;87.521
853.429;0.000;100.000
853.742;0.069;85.314
854.055;0.053;88.579
854.368;0.010;97.792
854.681;0.064;86.255
854.994;0.051;88.993
855.307;0.005;98.820
855.620;0.013;97.091
855.933;0.061;86.950
856.246;0.051;88.968
856.558;0.039;91.432
856.871;0.027;93.963
857.183;0.019;95.662
857.496;0.000;100.000
857.808;0.042;90.804
858.121;0.037;91.806
858.433;0.033;92.614
858.745;0.041;91.080
859.058;0.007;98.471
859.370;5.863E-4;99.865
859.682;0.006;98.533
859.994;0.003;99.327
860.306;0.001;99.724
860.618;0.042;90.815
860.930;0.003;99.280
861.242;0.045;90.153
861.553;0.011;97.434
861.865;0.018;95.957
862.177;0.013;97.098
862.488;0.052;88.680
862.800;0.036;92.055
863.112;0.050;89.069
863.423;0.017;96.126
863.734;0.032;92.841
864.046;0.004;99.059
864.357;0.035;92.355
864.668;0.008;98.141
864.980;0.008;98.141
865.291;0.021;95.342
865.602;0.020;95.512
865.913;0.000;100.000
866.224;0.000;100.000
866.535;0.041;90.974
866.846;0.007;98.402
867.156;0.022;95.017
867.467;0.052;88.792
867.778;0.008;98.089
868.089;0.000;100.000
868.399;0.000;100.000
868.710;0.000;100.000
869.020;0.010;97.745
869.331;0.030;93.301
869.641;0.024;94.526
869.951;0.000;100.000
870.262;0.006;98.523
870.572;0.000;100.000
870.882;0.022;95.135
871.192;0.037;91.826
871.502;0.006;98.590
871.812;0.039;91.494
872.122;0.021;95.295
872.432;0.042;90.691
872.742;0.043;90.487
873.052;0.069;85.237
873.361;0.000;100.000
873.671;0.039;91.390
873.981;0.084;82.380
874.290;0.000;100.000
874.600;0.000;100.000
874.909;0.048;89.539
875.219;0.039;91.468
875.528;0.010;97.795
875.837;0.000;100.000
876.147;0.000;100.000
876.456;0.010;97.821
876.765;0.027;94.036
877.074;0.000;100.000
877.383;0.013;96.989
877.692;0.011;97.413
878.001;0.011;97.477
878.310;0.000;100.000
878.619;0.014;96.782
878.927;6.432E-4;99.852
879.236;0.012;97.313
879.545;0.062;86.786
879.853;0.047;89.776
880.162;0.052;88.625
880.470;0.005;98.789
880.779;0.000;100.000
881.087;0.000;100.000
881.395;0.034;92.385
881.704;0.000;100.000
882.012;0.001;99.661
882.320;0.039;91.473
882.628;0.000;100.000
882.936;0.015;96.595
883.244;0.012;97.253
883.552;0.000;100.000
883.860;0.000;100.000
884.168;0.000;100.000
884.475;0.033;92.640
884.783;0.078;83.500
885.091;0.000;100.000
885.398;0.025;94.431
885.706;0.041;90.990
886.013;0.028;93.830
886.321;0.009;97.989
886.628;0.000;100.000
886.936;0.014;96.818
887.243;0.000;100.000
887.550;0.021;95.381
887.857;0.016;96.350
888.164;0.038;91.638
888.471;0.069;85.298
888.778;0.021;95.220
889.085;0.016;96.285
889.392;0.000;100.000
889.699;0.000;100.000
890.006;0.000;100.000
890.312;0.000;100.000
890.619;0.000;100.000
890.926;0.000;100.000
891.232;0.022;95.063
891.539;0.048;89.523
891.845;0.027;93.963
892.152;0.038;91.690
892.458;0.062;86.608
892.764;0.104;78.760
893.070;0.000;100.000
893.377;0.020;95.529
893.683;0.070;85.080
893.989;0.058;87.455
894.295;0.034;92.543
894.601;0.020;95.441
894.907;0.000;100.000
895.213;0.013;97.148
895.518;0.000;100.000
895.824;0.000;100.000
896.130;0.066;85.894
896.435;0.031;93.057
896.741;0.025;94.397
897.046;0.067;85.654
897.352;0.036;91.963
897.657;0.000;100.000
897.963;0.000;100.000
898.268;0.000;100.000
898.573;0.000;100.000
898.878;0.016;96.350
899.183;0.000;100.000
899.488;0.000;100.000
899.793;0.000;100.000
900.098;0.000;100.000
900.403;0.000;100.000
900.708;0.025;94.397
901.013;0.024;94.633
901.318;0.000;100.000
901.622;0.000;100.000
901.927;0.000;100.000
902.232;0.000;100.000
902.536;0.000;100.000
902.841;0.000;100.000
903.145;0.000;100.000
903.449;0.063;86.479
903.754;0.111;77.394
904.058;0.047;89.795
904.362;0.004;99.048
904.666;0.002;99.440
904.970;0.076;84.009
905.274;0.092;80.900
905.578;0.025;94.477
905.882;0.000;100.000
906.186;0.006;98.639
906.490;0.020;95.441
906.793;0.000;100.000
907.097;0.000;100.000
907.401;0.000;100.000
907.704;0.000;100.000
908.008;0.000;100.000
908.311;0.087;81.777
908.615;0.090;81.348
908.918;0.052;88.625
909.221;0.000;100.000
909.525;0.029;93.577
909.828;0.095;80.294
910.131;0.007;98.471
910.434;0.092;80.900
910.737;0.149;70.878
911.040;0.033;92.671
911.343;0.049;89.382
911.646;0.083;82.526
911.949;0.058;87.581
912.251;0.078;83.475
912.554;0.025;94.397
912.857;0.000;100.000
913.159;0.088;81.565
913.462;0.121;75.750
913.764;0.087;81.881
914.067;0.019;95.778
914.369;0.064;86.353
914.671;0.101;79.230
914.973;0.057;87.767
915.276;0.051;89.015
915.578;0.000;100.000
915.880;0.042;90.845
916.182;0.082;82.773
916.484;0.370;42.643
916.786;0.000;100.000
917.087;0.000;100.000
917.389;0.029;93.577
917.691;0.047;89.729
917.993;0.106;78.325
918.294;0.019;95.614
918.596;0.020;95.441
918.897;0.062;86.786
919.199;0.044;90.365
919.500;0.019;95.614
919.802;0.000;100.000
920.103;0.006;98.716
920.404;0.007;98.471
920.705;0.142;72.071
921.006;0.195;63.817
921.307;0.072;84.797
921.608;0.054;88.210
921.909;0.137;72.889
922.210;0.069;85.237
922.511;0.079;83.324
922.812;0.121;75.750
923.113;0.125;75.014
923.413;0.202;62.875
923.714;0.189;64.714
924.015;0.113;77.105
924.315;0.146;71.458
924.615;0.111;77.394
924.916;0.065;86.050
925.216;0.018;95.932
925.516;0.052;88.625
925.817;0.069;85.406
926.117;0.077;83.843
926.417;0.072;84.797
926.717;0.062;86.786
927.017;0.072;84.797
927.317;0.134;73.409
927.617;0.062;86.786
927.917;0.052;88.625
928.216;0.000;100.000
928.516;0.000;100.000
928.816;0.100;79.429
929.115;0.107;78.242
929.415;0.021;95.258
929.715;0.000;100.000
930.014;0.000;100.000
930.313;0.008;98.281
930.613;0.092;80.900
930.912;0.095;80.372
931.211;0.000;100.000
931.510;0.019;95.778
931.809;0.069;85.237
932.108;0.000;100.000
932.407;0.000;100.000
932.706;0.000;100.000
933.005;0.049;89.382
933.304;0.079;83.324
933.603;0.074;84.333
933.902;0.049;89.382
934.200;0.109;77.731
934.499;0.168;67.965
934.797;0.109;77.731
935.096;0.047;89.729
935.394;0.033;92.671
935.693;0.076;83.915
935.991;0.051;88.939
936.289;0.006;98.557
936.587;0.007;98.379
936.885;0.000;100.000
937.184;0.000;100.000
937.482;0.000;100.000
937.780;0.045;90.056
938.077;0.105;78.611
938.375;0.016;96.350
938.673;0.036;92.136
938.971;0.039;91.451
939.269;0.017;96.079
939.566;0.000;100.000
939.864;0.005;98.859
940.161;0.060;87.128
940.459;0.039;91.451
940.756;0.000;100.000
941.054;0.000;100.000
941.351;0.000;100.000
941.648;0.051;89.015
941.945;0.109;77.731
942.242;0.147;71.354
942.539;0.136;73.175
942.836;0.005;98.859
943.133;0.004;98.988
943.430;0.000;100.000
943.727;0.081;83.013
944.024;0.092;80.900
944.321;0.095;80.372
944.617;0.140;72.449
944.914;0.063;86.427
945.210;0.049;89.238
945.507;0.109;77.731
945.803;0.072;84.797
946.100;0.000;100.000
946.396;0.060;87.128
946.692;0.038;91.690
946.989;0.032;92.917
947.285;0.085;82.187
947.581;0.000;100.000
947.877;0.000;100.000
948.173;0.051;89.015
948.469;0.138;72.756
948.765;0.195;63.865
949.061;0.151;70.600
949.356;0.080;83.189
949.652;0.147;71.354
949.948;0.167;68.095
950.243;0.113;77.105
950.539;0.049;89.382
950.834;0.020;95.441
951.130;0.016;96.476
951.425;0.000;100.000
951.720;0.000;100.000
952.016;0.049;89.382
952.311;0.074;84.333
952.606;0.095;80.432
952.901;0.106;78.325
953.196;0.076;83.915
953.491;0.107;78.091
953.786;0.017;96.218
954.081;0.044;90.365
954.376;0.086;82.014
954.670;0.043;90.658
954.965;0.054;88.295
955.260;0.109;77.731
955.554;0.047;89.729
955.849;0.000;100.000
956.143;0.000;100.000
956.438;0.000;100.000
956.732;0.042;90.845
957.026;0.139;72.660
957.320;0.126;74.796
957.615;0.000;100.000
957.909;0.000;100.000
958.203;0.044;90.464
958.497;0.037;91.844
958.791;0.000;100.000
959.085;0.023;94.855
959.378;0.000;100.000
959.672;0.000;100.000
959.966;0.085;82.187
960.260;0.107;78.242
960.553;0.034;92.412
960.847;0.032;92.917
961.140;0.006;98.557
961.434;0.029;93.577
961.727;0.054;88.295
962.020;0.137;72.889
962.314;0.121;75.750
962.607;0.095;80.294
962.900;0.021;95.258
963.193;0.021;95.258
963.486;0.000;100.000
963.779;0.023;94.855
964.072;0.042;90.845
964.365;0.000;100.000
964.658;0.000;100.000
964.950;0.010;97.685
965.243;0.040;91.200
965.536;0.024;94.633
965.828;0.044;90.464
966.121;0.010;97.821
966.413;0.054;88.210
966.706;0.082;82.773
966.998;0.049;89.382
967.290;0.020;95.441
967.582;0.010;97.685
967.875;0.000;100.000
968.167;0.044;90.464
968.459;0.077;83.741
968.751;0.026;94.143
969.043;0.034;92.543
969.335;0.052;88.625
969.626;0.000;100.000
969.918;0.000;100.000
970.210;0.232;58.583
970.501;0.074;84.333
970.793;0.040;91.200
971.085;0.013;97.022
971.376;0.015;96.595
971.668;0.000;100.000
971.959;0.000;100.000
972.250;0.000;100.000
972.541;0.000;100.000
972.833;0.049;89.382
973.124;0.016;96.350
973.415;0.000;100.000
973.706;0.000;100.000
973.997;0.000;100.000
974.288;0.000;100.000
974.579;0.092;80.900
974.869;0.088;81.692
975.160;0.062;86.786
975.451;0.102;79.109
975.741;0.077;83.741
976.032;0.088;81.692
976.322;0.014;96.818
976.613;0.000;100.000
976.903;0.000;100.000
977.194;0.024;94.633
977.484;0.142;72.071
977.774;0.134;73.409
978.064;0.114;76.976
978.354;0.121;75.750
978.644;0.142;72.071
978.934;0.232;58.583
979.224;0.074;84.333
979.514;0.000;100.000
979.804;0.000;100.000
980.094;0.000;100.000
980.383;0.000;100.000
980.673;0.156;69.808
980.963;0.000;100.000
981.252;0.000;100.000
981.541;0.000;100.000
981.831;0.000;100.000
982.120;0.000;100.000
982.410;0.000;100.000
982.699;0.000;100.000
982.988;0.000;100.000
983.277;0.000;100.000
983.566;0.121;75.750
983.855;0.085;82.187
984.144;0.000;100.000
984.433;0.045;90.056
984.722;0.197;63.553
985.010;0.000;100.000
985.299;0.000;100.000
985.588;0.000;100.000
985.876;0.052;88.625
986.165;3.000;0.100
986.453;0.000;100.000
986.742;0.000;100.000
987.030;0.105;78.611
987.318;0.067;85.654
987.607;0.067;85.654
987.895;0.121;75.750
988.183;0.000;100.000
988.471;0.000;100.000
988.759;0.000;100.000
989.047;0.000;100.000
989.335;0.370;42.643
989.623;0.121;75.750
989.911;0.036;92.136
990.198;0.020;95.441
990.486;0.020;95.441
990.774;0.000;100.000
991.061;0.000;100.000
991.349;0.000;100.000
991.636;0.554;27.929
991.923;3.000;0.100
992.211;0.000;100.000
992.498;3.000;0.100
992.785;0.000;100.000
993.072;0.000;100.000
993.359;0.301;50.000
993.646;0.484;32.833
993.933;0.615;24.250
994.220;0.301;50.000
994.507;3.000;0.100
994.794;3.000;0.100
995.081;0.879;13.214
995.367;0.554;27.929
995.654;0.202;62.875
995.940;0.000;100.000
996.227;1.452;3.529
996.513;0.000;100.000
996.800;3.000;0.100
997.086;0.554;27.929
997.372;0.173;67.167
997.659;0.000;100.000
997.945;0.301;50.000
998.231;3.000;0.100
998.517;0.173;67.167
998.803;0.173;67.167
999.089;0.301;50.000
999.375;0.430;37.125
999.660;0.074;84.333
999.946;0.105;78.611
1000.232;0.268;53.962
1000.517;0.532;29.400
1000.803;3.000;0.100
1001.088;0.401;39.700
1001.374;0.370;42.643
1001.659;0.719;19.100
1001.945;0.301;50.000
1002.230;0.173;67.167
1002.515;0.000;100.000
1002.800;3.000;0.100
1003.085;0.301;50.000
1003.370;3.000;0.100
1003.655;0.615;24.250
1003.940;0.000;100.000
1004.225;0.000;100.000
1004.510;0.000;100.000
1004.795;3.000;0.100
1005.079;3.000;0.100
1005.364;0.000;100.000
1005.649;0.000;100.000
1005.933;3.000;0.100
1006.218;3.000;0.100
1006.502;3.000;0.100
1006.786;3.000;0.100
1007.071;3.000;0.100
1007.355;0.000;100.000
1007.639;0.173;67.167
1007.923;0.000;100.000
1008.207;0.000;100.000
1008.491;0.000;100.000
1008.775;0.000;100.000
1009.059;3.000;0.100
1009.343;0.220;60.300
1009.626;0.151;70.600
1009.910;0.301;50.000
1010.194;0.401;39.700
1010.477;3.000;0.100
1010.761;3.000;0.100
1011.044;3.000;0.100
1011.328;3.000;0.100
1011.611;0.000;100.000
1011.894;0.000;100.000
1012.177;3.000;0.100
1012.461;3.000;0.100
1012.744;3.000;0.100
1013.027;0.867;13.588
1013.310;0.000;100.000
1013.593;3.000;0.100
1013.875;3.000;0.100
1014.158;3.000;0.100
1014.441;0.000;100.000
1014.724;0.000;100.000
1015.006;0.000;100.000
1015.289;0.000;100.000
1015.571;0.052;88.625
1015.854;0.301;50.000
1016.136;3.000;0.100
1016.419;0.484;32.833
1016.701;3.000;0.100
1016.983;0.301;50.000
1017.265;3.000;0.100
1017.547;0.000;100.000
1017.829;0.000;100.000
1018.111;0.000;100.000
1018.393;0.000;100.000
1018.675;0.000;100.000
1018.957;0.000;100.000
1019.239;0.301;50.000
1019.520;0.484;32.833
1019.802;0.000;100.000
1020.084;0.220;60.300
1020.365;0.879;13.214
1020.647;0.194;64.045
1020.928;0.052;88.625
1021.209;0.000;100.000
1021.491;0.000;100.000
1021.772;0.000;100.000
1022.053;0.014;96.818
1022.334;0.017;96.079
1022.615;0.000;100.000
1022.896;0.000;100.000
1023.177;0.000;100.000
1023.458;3.000;0.100
1023.739;3.000;0.100
1024.019;0.000;100.000
1024.300;0.000;100.000
1024.581;0.000;100.000
