Wavelength (nm);Intensity Source
937.780;4.224
938.077;4.224
938.375;4.224
938.673;4.248
938.971;4.248
939.269;4.248
939.566;4.248
939.864;4.199
940.161;4.175
940.459;4.126
940.756;4.126
941.054;4.224
941.351;4.297
941.648;4.199
941.945;4.126
942.242;4.102
942.539;4.053
942.836;4.053
943.133;4.053
943.430;4.199
943.727;4.248
944.024;4.199
944.321;4.248
944.617;4.175
944.914;4.126
945.210;4.102
945.507;4.126
945.803;4.199
946.100;4.224
946.396;4.199
946.692;4.175
946.989;4.126
947.285;4.150
947.581;4.102
947.877;4.175
948.173;4.199
948.469;4.126
948.765;4.077
949.061;4.028
949.356;4.004
949.652;4.126
949.948;4.224
950.243;4.150
950.539;4.102
950.834;4.102
951.130;4.102
951.425;4.126
951.720;4.126
952.016;4.175
952.311;4.199
952.606;4.248
952.901;4.224
953.196;4.126
953.491;4.150
953.786;4.199
954.081;4.150
954.376;4.199
954.670;4.224
954.965;4.150
955.260;4.199
955.554;4.150
955.849;4.077
956.143;4.077
956.438;4.126
956.732;4.175
957.026;4.297
957.320;4.272
957.615;4.150
957.909;4.102
958.203;4.248
958.497;4.272
958.791;4.175
959.085;4.150
959.378;4.175
959.672;4.224
959.966;4.150
960.260;4.150
960.553;4.150
960.847;4.150
961.140;4.077
961.434;4.053
961.727;4.102
962.020;4.102
962.314;4.150
962.607;4.248
962.900;4.175
963.193;4.175
963.486;4.199
963.779;4.199
964.072;4.224
964.365;4.224
964.658;4.150
964.950;4.077
965.243;4.102
965.536;4.175
965.828;4.248
966.121;4.272
966.413;4.175
966.706;4.150
966.998;4.102
967.290;4.053
967.582;4.077
967.875;4.077
968.167;4.053
968.459;4.102
968.751;4.175
969.043;4.272
969.335;4.321
969.626;5.273
969.918;5.151
970.210;4.492
970.501;4.248
970.793;4.150
971.085;4.126
971.376;4.150
971.668;4.126
971.959;4.199
972.250;4.224
972.541;4.395
972.833;4.468
973.124;4.370
973.415;4.321
973.706;4.346
973.997;4.272
974.288;4.248
974.579;4.272
974.869;4.297
975.160;4.248
975.451;4.297
975.741;4.346
976.032;4.321
976.322;4.248
976.613;4.199
976.903;4.224
977.194;4.224
977.484;4.102
977.774;4.199
978.064;4.224
978.354;4.126
978.644;4.199
978.934;4.199
979.224;4.272
979.514;4.272
979.804;4.150
980.094;4.053
980.383;4.053
980.673;4.077
980.963;4.053
981.252;4.028
981.541;3.931
981.831;3.955
982.120;4.053
982.410;4.126
982.699;4.175
982.988;4.199
983.277;4.175
983.566;4.150
983.855;4.175
984.144;4.126
984.433;4.077
984.722;4.126
985.010;4.248
985.299;4.272
985.588;4.370
985.876;4.395
986.165;4.614
986.453;4.590
986.742;4.272
987.030;4.199
987.318;4.199
987.607;4.150
987.895;4.150
988.183;4.150
988.471;4.102
988.759;4.077
989.047;4.224
989.335;4.297
989.623;4.199
989.911;4.175
990.198;4.175
990.486;4.102
990.774;4.126
991.061;4.199
991.349;4.199
991.636;4.199
991.923;4.248
992.211;4.199
992.498;4.199
992.785;4.175
993.072;4.126
993.359;4.053
993.646;4.004
993.933;4.053
994.220;4.150
994.507;4.175
994.794;4.150
995.081;4.224
995.367;4.224
995.654;4.126
995.940;4.126
996.227;4.126
996.513;4.175
996.800;4.224
997.086;4.199
997.372;4.077
997.659;4.004
997.945;4.053
998.231;4.126
998.517;4.150
998.803;4.199
999.089;4.272
999.375;4.321
999.660;4.224
999.946;4.077
1000.232;4.053
1000.517;4.077
1000.803;4.150
1001.088;4.126
1001.374;4.126
1001.659;4.199
1001.945;4.224
1002.230;4.175
1002.515;4.199
1002.800;4.175
1003.085;4.175
1003.370;4.199
1003.655;4.102
1003.940;4.224
1004.225;4.419
1004.510;4.419
1004.795;4.321
1005.079;4.248
1005.364;4.175
1005.649;4.175
1005.933;4.248
1006.218;4.297
1006.502;4.297
1006.786;4.224
1007.071;4.102
1007.355;4.053
1007.639;4.126
1007.923;4.126
1008.207;4.102
1008.491;4.199
1008.775;4.297
1009.059;4.248
1009.343;4.102
1009.626;4.028
1009.910;4.077
1010.194;4.199
1010.477;4.224
1010.761;4.175
1011.044;4.199
1011.328;4.272
1011.611;4.248
1011.894;4.199
1012.177;4.150
1012.461;4.150
1012.744;4.102
1013.027;4.053
1013.310;4.028
1013.593;4.053
1013.875;4.175
1014.158;4.150
1014.441;4.053
1014.724;4.028
1015.006;4.102
1015.289;4.126
1015.571;4.102
1015.854;4.175
1016.136;4.199
1016.419;4.150
1016.701;4.077
1016.983;4.028
1017.265;4.077
1017.547;4.053
1017.829;4.102
1018.111;4.199
1018.393;4.224
1018.675;4.150
1018.957;4.175
1019.239;4.175
1019.520;4.126
1019.802;4.077
1020.084;4.077
1020.365;4.126
1020.647;4.248
1020.928;4.297
1021.209;4.199
1021.491;4.150
1021.772;4.150
1022.053;4.663
1022.334;4.687
1022.615;4.419
1022.896;4.224
1023.177;4.150
1023.458;4.102
1023.739;4.053
1024.019;4.028
1024.300;4.053
1024.581;4.102
