Wavelength (nm);Intensity Source
937.184;4.077
937.482;4.053
937.780;4.150
938.077;4.175
938.375;4.175
938.673;4.199
938.971;4.175
939.269;4.126
939.566;4.077
939.864;3.979
940.161;4.053
940.459;4.126
940.756;4.102
941.054;4.126
941.351;4.175
941.648;4.126
941.945;4.102
942.242;4.126
942.539;4.199
942.836;4.175
943.133;4.150
943.430;4.102
943.727;4.077
944.024;4.102
944.321;4.126
944.617;4.126
944.914;4.126
945.210;4.102
945.507;4.102
945.803;4.175
946.100;4.126
946.396;4.126
946.692;4.150
946.989;4.199
947.285;4.224
947.581;4.224
947.877;3.955
948.173;3.760
948.469;3.833
948.765;3.906
949.061;3.955
949.356;3.955
949.652;4.053
949.948;4.126
950.243;4.126
950.539;4.126
950.834;4.126
951.130;4.028
951.425;4.028
951.720;4.077
952.016;4.102
952.311;4.150
952.606;4.199
952.901;4.150
953.196;4.077
953.491;4.028
953.786;4.053
954.081;4.053
954.376;4.077
954.670;4.077
954.965;4.077
955.260;4.126
955.554;4.126
955.849;4.102
956.143;4.077
956.438;4.077
956.732;4.102
957.026;4.224
957.320;4.224
957.615;4.077
957.909;4.126
958.203;4.199
958.497;4.175
958.791;4.102
959.085;4.053
959.378;4.028
959.672;3.979
959.966;4.053
960.260;4.126
960.553;4.077
960.847;4.126
961.140;4.126
961.434;4.126
961.727;4.102
962.020;4.077
962.314;4.102
962.607;4.224
962.900;4.126
963.193;4.102
963.486;4.126
963.779;4.150
964.072;4.175
964.365;4.150
964.658;4.102
964.950;4.077
965.243;4.028
965.536;4.053
965.828;4.077
966.121;4.053
966.413;3.979
966.706;4.004
966.998;4.028
967.290;4.004
967.582;4.004
967.875;4.053
968.167;4.053
968.459;4.053
968.751;4.004
969.043;4.004
969.335;4.028
969.626;4.468
969.918;4.492
970.210;4.224
970.501;4.102
970.793;3.979
971.085;3.955
971.376;3.979
971.668;4.028
971.959;4.102
972.250;4.126
972.541;4.297
972.833;4.346
973.124;4.175
973.415;4.102
973.706;4.077
973.997;4.102
974.288;4.126
974.579;4.077
974.869;4.150
975.160;4.175
975.451;4.175
975.741;4.126
976.032;4.077
976.322;4.053
976.613;4.053
976.903;4.102
977.194;4.102
977.484;4.150
977.774;4.102
978.064;4.004
978.354;3.955
978.644;4.028
978.934;4.126
979.224;4.150
979.514;4.102
979.804;4.053
980.094;4.004
980.383;4.004
980.673;3.955
980.963;3.955
981.252;3.979
981.541;4.028
981.831;4.053
982.120;4.053
982.410;4.053
982.699;4.102
982.988;4.126
983.277;4.077
983.566;4.028
983.855;4.004
984.144;3.955
984.433;3.955
984.722;4.004
985.010;4.102
985.299;4.102
985.588;4.126
985.876;4.126
986.165;4.150
986.453;4.150
986.742;4.102
987.030;4.150
987.318;4.199
987.607;4.126
987.895;4.028
988.183;4.053
988.471;4.077
988.759;4.004
989.047;4.053
989.335;4.150
989.623;4.077
989.911;4.028
990.198;4.028
990.486;4.077
990.774;4.102
991.061;4.175
991.349;4.175
991.636;4.102
991.923;4.102
992.211;4.150
992.498;4.150
992.785;4.102
993.072;4.028
993.359;3.979
993.646;3.979
993.933;4.004
994.220;4.077
994.507;4.102
994.794;4.102
995.081;4.150
995.367;4.150
995.654;4.077
995.940;4.077
996.227;4.077
996.513;4.102
996.800;4.077
997.086;4.077
997.372;4.102
997.659;4.102
997.945;4.077
998.231;4.028
998.517;4.028
998.803;4.102
999.089;4.053
999.375;4.004
999.660;3.955
999.946;3.955
1000.232;3.955
1000.517;3.955
1000.803;4.004
1001.088;4.077
1001.374;4.126
1001.659;4.150
1001.945;4.102
1002.230;4.077
1002.515;4.102
1002.800;4.102
1003.085;4.028
1003.370;3.979
1003.655;3.955
1003.940;4.004
1004.225;4.053
1004.510;4.004
1004.795;4.004
1005.079;4.004
1005.364;4.028
1005.649;4.077
1005.933;4.077
1006.218;4.150
1006.502;4.126
1006.786;4.028
1007.071;3.979
1007.355;3.955
1007.639;4.004
1007.923;4.077
1008.207;4.102
1008.491;4.126
1008.775;4.150
1009.059;4.150
1009.343;4.102
1009.626;4.053
1009.910;4.028
1010.194;3.979
1010.477;4.004
1010.761;4.028
1011.044;4.004
1011.328;4.004
1011.611;4.028
1011.894;4.053
1012.177;4.102
1012.461;4.102
1012.744;4.150
1013.027;4.150
1013.310;4.150
1013.593;4.150
1013.875;4.126
1014.158;4.053
1014.441;4.102
1014.724;4.126
1015.006;4.126
1015.289;4.102
1015.571;4.102
1015.854;4.126
1016.136;4.102
1016.419;4.150
1016.701;4.175
1016.983;4.077
1017.265;4.028
1017.547;4.077
1017.829;4.053
1018.111;4.077
1018.393;4.028
1018.675;3.955
1018.957;3.931
1019.239;3.931
1019.520;3.955
1019.802;4.004
1020.084;4.053
1020.365;4.053
1020.647;4.126
1020.928;4.224
1021.209;4.199
1021.491;4.053
1021.772;4.028
1022.053;4.175
1022.334;4.199
1022.615;4.150
1022.896;4.199
1023.177;4.150
1023.458;4.077
1023.739;4.053
1024.019;4.004
1024.300;4.053
1024.581;4.077
