Name;Sweep (T1);;;
Date;2021-05-03;;;
Time;13:17:56;;;
Instrument;FPC1500 - 102327/003;;;
Firmware Version;V1.50;;;
Country of Origin;Czech Republic;;;
Instrument Mode;Spectrum Analyzer;;;
Meas Mode;Spectrum;;;
Uplink;- - -;;;
Downlink;- - -;;;
Channel;- - -;;;
Center Frequency;1500002500;Hz;;
Frequency Offset;0;Hz;;
Span;2999995000;Hz;;
Ref Level;0;dBm;;
Ref Offset;0;dB;;
Ref Position;1,00;;;
Range;100;dB;;
RF Attenuation;Auto Low Noise;;;
RF Attenuator;10;dB;;
Pre-Amplifier;Off;;;
RF Input;50 Ω;;;
RBW;3000000;Hz;;
VBW;3000000;Hz;;
SWT;0,038;s;;
Trigger Mode;Free Run;;;
Trigger Level;- - -;;;
Trigger Delay;- - -;;;
Trace Mode;Clear / Write;;;
Trace Math;Off;;;
Trace Detector;Sample;;;
Primary Transducer;- - -;;;
Secondary Transducer;- - -;;;
Isotropic Antenna;Off;;;
Generator Mode;TG;;;
TG Frequency Offset;0;Hz;;
TG Level;0;dBm;;
Normalization S21;Off;;;
Limit Line 1;- - -;;;
Result Limit Line 1;- - -;;;
Limit Line 2;- - -;;;
Result Limit Line 2;- - -;;;
Marker 1;2000000000;Hz;;
Marker 1 Value;-1,86;dBm;;

Frequency [Hz];Magnitude [dBm];;;
5000;14,8665504455566;;;
2543066,8358714;12,2051944732666;;;
5081133,67174281;9,54383945465088;;;
7619200,50761421;6,882483959198;;;
10157267,3434856;4,22112846374512;;;
12695334,179357;1,55977249145508;;;
15233401,0152284;-0,860681593418121;;;
17771467,8510998;-0,845359861850739;;;
20309534,6869712;-0,830038130283356;;;
22847601,5228426;-0,814716398715973;;;
25385668,358714;-0,799394726753235;;;
27923735,1945855;-0,784072995185852;;;
30461802,0304569;-0,772560477256775;;;
32999868,8663283;-0,778400957584381;;;
35537935,7021997;-0,784241437911987;;;
38076002,5380711;-0,790081918239594;;;
40614069,3739425;-0,7959223985672;;;
43152136,2098139;-0,801762878894806;;;
45690203,0456853;-0,819041192531586;;;
48228269,8815567;-0,867243826389313;;;
50766336,7174281;-0,915446519851685;;;
53304403,5532995;-0,963649153709412;;;
55842470,3891709;-1,01185190677643;;;
58380537,2250423;-1,06005454063416;;;
60918604,0609137;-1,08383119106293;;;
63456670,8967851;-1,06418395042419;;;
65994737,7326565;-1,04453659057617;;;
68532804,5685279;-1,02488923072815;;;
71070871,4043993;-1,00524199008942;;;
73608938,2402707;-0,985594689846039;;;
76147005,0761421;-0,948306024074554;;;
78685071,9120135;-0,889455795288086;;;
81223138,7478849;-0,830605506896973;;;
83761205,5837563;-0,771755278110504;;;
86299272,4196278;-0,712905049324036;;;
88837339,2554992;-0,654054760932922;;;
91375406,0913706;-0,638305425643921;;;
93913472,927242;-0,659271776676178;;;
96451539,7631134;-0,68023806810379;;;
98989606,5989848;-0,701204419136047;;;
101527673,434856;-0,72217071056366;;;
104065740,270728;-0,743137001991272;;;
106603807,106599;-0,762452363967896;;;
109141873,94247;-0,780798077583313;;;
111679940,778342;-0,79914379119873;;;
114218007,614213;-0,817489504814148;;;
116756074,450085;-0,835835218429565;;;
119294141,285956;-0,854180991649628;;;
121832208,121827;-0,859909176826477;;;
124370274,957699;-0,860730528831482;;;
126908341,79357;-0,861551880836487;;;
129446408,629442;-0,862373232841492;;;
131984475,465313;-0,863194584846497;;;
134522542,301184;-0,864015936851501;;;
137060609,137056;-0,817003071308136;;;
139598675,972927;-0,758769869804382;;;
142136742,808799;-0,700536727905273;;;
144674809,64467;-0,64230352640152;;;
147212876,480541;-0,584070324897766;;;
149750943,316413;-0,525837123394012;;;
152289010,152284;-0,533354043960571;;;
154827076,988156;-0,548176467418671;;;
157365143,824027;-0,562998950481415;;;
159903210,659898;-0,577821373939514;;;
162441277,49577;-0,592643857002258;;;
164979344,331641;-0,607466280460358;;;
167517411,167513;-0,660003781318665;;;
170055478,003384;-0,712922215461731;;;
172593544,839256;-0,765840649604797;;;
175131611,675127;-0,818759083747864;;;
177669678,510998;-0,87167751789093;;;
180207745,34687;-0,92272412776947;;;
182745812,182741;-0,952244460582733;;;
185283879,018613;-0,981764793395996;;;
187821945,854484;-1,01128506660461;;;
190360012,690355;-1,04080545902252;;;
192898079,526227;-1,07032573223114;;;
195436146,362098;-1,09323740005493;;;
197974213,19797;-1,08388340473175;;;
200512280,033841;-1,07452929019928;;;
203050346,869712;-1,06517517566681;;;
205588413,705584;-1,05582118034363;;;
208126480,541455;-1,04646706581116;;;
210664547,377327;-1,03813648223877;;;
213202614,213198;-1,03271913528442;;;
215740681,049069;-1,02730178833008;;;
218278747,884941;-1,02188432216644;;;
220816814,720812;-1,0164669752121;;;
223354881,556684;-1,01104962825775;;;
225892948,392555;-1,01051115989685;;;
228431015,228426;-1,01903355121613;;;
230969082,064298;-1,0275559425354;;;
233507148,900169;-1,03607833385468;;;
236045215,736041;-1,04460072517395;;;
238583282,571912;-1,05312311649323;;;
241121349,407783;-1,07156646251678;;;
243659416,243655;-1,10263657569885;;;
246197483,079526;-1,13370668888092;;;
248735549,915398;-1,16477680206299;;;
251273616,751269;-1,19584691524506;;;
253811683,58714;-1,22691702842712;;;
256349750,423012;-1,23587870597839;;;
258887817,258883;-1,22523498535156;;;
261425884,094755;-1,21459138393402;;;
263963950,930626;-1,20394766330719;;;
266502017,766497;-1,19330394268036;;;
269040084,602369;-1,18266022205353;;;
271578151,43824;-1,1697610616684;;;
274116218,274112;-1,15547943115234;;;
276654285,109983;-1,14119791984558;;;
279192351,945854;-1,12691628932953;;;
281730418,781726;-1,11263477802277;;;
284268485,617597;-1,098353266716;;;
286806552,453469;-1,09586620330811;;;
289344619,28934;-1,09819662570953;;;
291882686,125212;-1,10052704811096;;;
294420752,961083;-1,10285758972168;;;
296958819,796954;-1,10518801212311;;;
299496886,632826;-1,10751843452454;;;
302034953,468697;-1,13080513477325;;;
304573020,304569;-1,15933072566986;;;
307111087,14044;-1,18785643577576;;;
309649153,976311;-1,21638214588165;;;
312187220,812183;-1,24490773677826;;;
314725287,648054;-1,27343344688416;;;
317263354,483926;-1,2520797252655;;;
319801421,319797;-1,22456109523773;;;
322339488,155668;-1,19704258441925;;;
324877554,99154;-1,16952395439148;;;
327415621,827411;-1,142005443573;;;
329953688,663283;-1,11448681354523;;;
332491755,499154;-1,10290431976318;;;
335029822,335025;-1,09164714813232;;;
337567889,170897;-1,08038985729218;;;
340105956,006768;-1,06913268566132;;;
342644022,84264;-1,05787539482117;;;
345182089,678511;-1,04672801494598;;;
347720156,514382;-1,03704059123993;;;
350258223,350254;-1,02735316753387;;;
352796290,186125;-1,01766574382782;;;
355334357,021997;-1,00797820091248;;;
357872423,857868;-0,998290777206421;;;
360410490,693739;-0,991035044193268;;;
362948557,529611;-0,996545672416687;;;
365486624,365482;-1,00205636024475;;;
368024691,201354;-1,00756692886353;;;
370562758,037225;-1,01307761669159;;;
373100824,873096;-1,01858830451965;;;
375638891,708968;-1,02650988101959;;;
378176958,544839;-1,04166412353516;;;
380715025,380711;-1,05681824684143;;;
383253092,216582;-1,07197248935699;;;
385791159,052453;-1,08712673187256;;;
388329225,888325;-1,10228097438812;;;
390867292,724196;-1,11377954483032;;;
393405359,560068;-1,11818194389343;;;
395943426,395939;-1,12258434295654;;;
398481493,231811;-1,12698674201965;;;
401019560,067682;-1,13138914108276;;;
403557626,903553;-1,13579154014587;;;
406095693,739425;-1,13652694225311;;;
408633760,575296;-1,13240146636963;;;
411171827,411168;-1,12827599048615;;;
413709894,247039;-1,12415051460266;;;
416247961,08291;-1,12002503871918;;;
418786027,918782;-1,1158994436264;;;
421324094,754653;-1,11791336536407;;;
423862161,590525;-1,12559413909912;;;
426400228,426396;-1,13327503204346;;;
428938295,262267;-1,14095592498779;;;
431476362,098139;-1,14863681793213;;;
434014428,93401;-1,15631771087646;;;
436552495,769882;-1,16484570503235;;;
439090562,605753;-1,17391550540924;;;
441628629,441624;-1,18298530578613;;;
444166696,277496;-1,19205498695374;;;
446704763,113367;-1,20112478733063;;;
449242829,949239;-1,21019446849823;;;
451780896,78511;-1,21627616882324;;;
454318963,620981;-1,2210773229599;;;
456857030,456853;-1,22587847709656;;;
459395097,292724;-1,23067963123322;;;
461933164,128596;-1,23548078536987;;;
464471230,964467;-1,24028182029724;;;
467009297,800338;-1,24046504497528;;;
469547364,63621;-1,23942065238953;;;
472085431,472081;-1,23837637901306;;;
474623498,307953;-1,23733198642731;;;
477161565,143824;-1,23628759384155;;;
479699631,979695;-1,2352432012558;;;
482237698,815567;-1,23896849155426;;;
484775765,651438;-1,24334406852722;;;
487313832,48731;-1,24771964550018;;;
489851899,323181;-1,25209522247314;;;
492389966,159052;-1,2564709186554;;;
494928032,994924;-1,26084649562836;;;
497466099,830795;-1,2632087469101;;;
500004166,666667;-1,2655086517334;;;
502542233,502538;-1,2678085565567;;;
505080300,338409;-1,27010858058929;;;
