Frequency Magnitude
1522692817.25888 -51.8495712280273
1525213963.62098 -51.6794509887695
1527735109.98308 -51.5093269348145
1530256256.34518 -51.3109893798828
1532777402.70728 -50.9841232299805
1535298549.06937 -50.6572532653809
1537819695.43147 -50.3303833007813
1540340841.79357 -50.0035171508789
1542861988.15567 -49.6766471862793
1545383134.51777 -49.3193664550781
1547904280.87986 -48.8798561096191
1550425427.24196 -48.4403419494629
1552946573.60406 -48.0008316040039
1555467719.96616 -47.5613212585449
1557988866.32826 -47.1218109130859
1560510012.69036 -46.7191429138184
1563031159.05245 -46.3819732666016
1565552305.41455 -46.044807434082
1568073451.77665 -45.7076377868652
1570594598.13875 -45.3704681396484
1573115744.50085 -45.0333023071289
1575636890.86294 -44.7261657714844
1578158037.22504 -44.4557304382324
1580679183.58714 -44.1852989196777
1583200329.94924 -43.914867401123
1585721476.31134 -43.6444358825684
1588242622.67343 -43.3740005493164
1590763769.03553 -43.0779876708984
1593284915.39763 -42.7601776123047
1595806061.75973 -42.4423675537109
1598327208.12183 -42.1245613098145
1600848354.48393 -41.8067512512207
1603369500.84602 -41.488941192627
1605890647.20812 -41.2740631103516
1608411793.57022 -41.11962890625
1610932939.93232 -40.9651985168457
1613454086.29442 -40.8107681274414
1615975232.65651 -40.6563377380371
1618496379.01861 -40.5019035339355
1621017525.38071 -40.484375
1623538671.74281 -40.5200881958008
1626059818.10491 -40.5558013916016
1628580964.46701 -40.5915107727051
1631102110.8291 -40.6272239685059
1633623257.1912 -40.6629333496094
1636144403.5533 -40.6139602661133
1638665549.9154 -40.5451240539551
1641186696.2775 -40.4762878417969
1643707842.63959 -40.4074516296387
1646228989.00169 -40.3386154174805
1648750135.36379 -40.2697792053223
1651271281.72589 -40.2421340942383
1653792428.08799 -40.219066619873
1656313574.45008 -40.1959991455078
1658834720.81218 -40.1729316711426
1661355867.17428 -40.1498641967773
1663877013.53638 -40.1267929077148
1666398159.89848 -40.0926780700684
1668919306.26058 -40.0584526062012
1671440452.62267 -40.0242233276367
1673961598.98477 -39.9899940490723
1676482745.34687 -39.9557685852051
1679003891.70897 -39.910831451416
1681525038.07107 -39.7427711486816
1684046184.43316 -39.57470703125
1686567330.79526 -39.4066467285156
1689088477.15736 -39.238582611084
1691609623.51946 -39.0705223083496
1694130769.88156 -38.8962898254395
1696651916.24365 -38.6919364929199
1699173062.60575 -38.4875869750977
1701694208.96785 -38.2832336425781
1704215355.32995 -38.0788803100586
1706736501.69205 -37.8745307922363
1709257648.05415 -37.6623268127441
1711778794.41624 -37.4277763366699
1714299940.77834 -37.1932258605957
1716821087.14044 -36.9586753845215
1719342233.50254 -36.7241287231445
1721863379.86464 -36.4895782470703
1724384526.22673 -36.2369194030762
1726905672.58883 -35.950626373291
1729426818.95093 -35.6643371582031
1731947965.31303 -35.378044128418
1734469111.67513 -35.0917510986328
1736990258.03723 -34.8054618835449
1739511404.39932 -34.5725479125977
1742032550.76142 -34.4075698852539
1744553697.12352 -34.2425956726074
1747074843.48562 -34.0776176452637
1749595989.84772 -33.9126396179199
1752117136.20981 -33.7476615905762
1754638282.57191 -33.664737701416
1757159428.93401 -33.6545715332031
1759680575.29611 -33.6444053649902
1762201721.65821 -33.6342391967773
1764722868.0203 -33.6240730285645
1767244014.3824 -33.6139106750488
1769765160.7445 -33.6705360412598
1772286307.1066 -33.7680969238281
1774807453.4687 -33.8656578063965
