Frequency Magnitude
2145415968.69712 -25.4751091003418
2147937115.05922 -25.2472248077393
2150458261.42132 -25.0193386077881
2152979407.78342 -24.7914524078369
2155500554.14552 -24.5635662078857
2158021700.50761 -24.3894710540771
2160542846.86971 -24.2176151275635
2163063993.23181 -24.0457611083984
2165585139.59391 -23.8739051818848
2168106285.95601 -23.7020492553711
2170627432.3181 -23.5388679504395
2173148578.6802 -23.540470123291
2175669725.0423 -23.5420722961426
2178190871.4044 -23.5436725616455
2180712017.7665 -23.5452747344971
2183233164.1286 -23.5468769073486
2185754310.49069 -23.5562877655029
2188275456.85279 -23.6136741638184
2190796603.21489 -23.6710605621338
2193317749.57699 -23.7284469604492
2195838895.93909 -23.785831451416
2198360042.30118 -23.8432178497314
2200881188.66328 -23.9121932983398
2203402335.02538 -24.0199661254883
2205923481.38748 -24.1277389526367
2208444627.74958 -24.2355136871338
2210965774.11168 -24.3432865142822
2213486920.47377 -24.4510593414307
2216008066.83587 -24.5531806945801
2218529213.19797 -24.64328956604
2221050359.56007 -24.7333984375
2223571505.92217 -24.82350730896
2226092652.28426 -24.9136161804199
2228613798.64636 -25.0037250518799
2231134945.00846 -25.0703201293945
2233656091.37056 -25.1030807495117
2236177237.73266 -25.1358413696289
2238698384.09475 -25.1686019897461
2241219530.45685 -25.2013626098633
2243740676.81895 -25.2341232299805
2246261823.18105 -25.2212314605713
2248782969.54315 -25.1626892089844
2251304115.90525 -25.1041469573975
2253825262.26734 -25.0456047058105
2256346408.62944 -24.987060546875
2258867554.99154 -24.9285182952881
2261388701.35364 -24.8111743927002
2263909847.71574 -24.6529693603516
2266430994.07783 -24.4947643280029
2268952140.43993 -24.3365592956543
2271473286.80203 -24.1783542633057
2273994433.16413 -24.0201473236084
2276515579.52623 -23.8598155975342
2279036725.88832 -23.6984825134277
2281557872.25042 -23.5371494293213
2284079018.61252 -23.3758163452148
2286600164.97462 -23.2144832611084
2289121311.33672 -23.0531520843506
2291642457.69882 -22.9649333953857
2294163604.06091 -22.8985538482666
2296684750.42301 -22.8321762084961
2299205896.78511 -22.765796661377
2301727043.14721 -22.6994190216064
2304248189.50931 -22.6330394744873
2306769335.8714 -22.6078701019287
2309290482.2335 -22.5894069671631
2311811628.5956 -22.5709457397461
2314332774.9577 -22.5524845123291
2316853921.3198 -22.5340213775635
2319375067.6819 -22.5155601501465
2321896214.04399 -22.5591583251953
2324417360.40609 -22.6060237884521
2326938506.76819 -22.6528873443604
2329459653.13029 -22.6997528076172
2331980799.49239 -22.7466163635254
2334501945.85448 -22.7933788299561
2337023092.21658 -22.8377017974854
2339544238.57868 -22.882022857666
2342065384.94078 -22.9263439178467
2344586531.30288 -22.9706649780273
2347107677.66497 -23.0149879455566
2349628824.02707 -23.0582580566406
2352149970.38917 -23.0944938659668
2354671116.75127 -23.130729675293
2357192263.11337 -23.1669673919678
2359713409.47547 -23.2032032012939
2362234555.83756 -23.2394390106201
2364755702.19966 -23.2669811248779
2367276848.56176 -23.2636966705322
2369797994.92386 -23.2604141235352
2372319141.28596 -23.2571296691895
2374840287.64805 -23.2538452148438
2377361434.01015 -23.250560760498
2379882580.37225 -23.22340965271
2382403726.73435 -23.1431331634521
2384924873.09645 -23.062858581543
2387446019.45854 -22.9825820922852
2389967165.82064 -22.9023056030273
2392488312.18274 -22.8220310211182
2395009458.54484 -22.7246227264404
2397530604.90694 -22.6015167236328
2400051751.26904 -22.4784107208252
2402572897.63113 -22.3553047180176
2405094043.99323 -22.23219871521
2407615190.35533 -22.1090927124023
2410136336.71743 -21.9949932098389
2412657483.07953 -21.8902683258057
2415178629.44162 -21.7855453491211
2417699775.80372 -21.6808204650879
2420220922.16582 -21.5760955810547
2422742068.52792 -21.4713706970215
2425263214.89002 -21.3862438201904
2427784361.25212 -21.3153095245361
2430305507.61421 -21.2443733215332
2432826653.97631 -21.1734390258789
2435347800.33841 -21.102502822876
2437868946.70051 -21.0315685272217
2440390093.06261 -21.0018653869629
2442911239.4247 -20.992467880249
2445432385.7868 -20.9830722808838
2447953532.1489 -20.9736766815186
2450474678.511 -20.9642810821533
2452995824.8731 -20.9548854827881
2455516971.23519 -20.9638729095459
2458038117.59729 -20.978666305542
2460559263.95939 -20.9934597015381
2463080410.32149 -21.0082511901855
2465601556.68359 -21.0230445861816
2468122703.04569 -21.0378379821777
2470643849.40778 -21.0461502075195
2473164995.76988 -21.0533199310303
2475686142.13198 -21.0604877471924
2478207288.49408 -21.0676574707031
2480728434.85618 -21.0748271942139
2483249581.21827 -21.081995010376
2485770727.58037 -21.1259269714355
2488291873.94247 -21.1722030639648
2490813020.30457 -21.2184810638428
2493334166.66667 -21.2647571563721
2495855313.02876 -21.3110332489014
2498376459.39086 -21.3575706481934
2500897605.75296 -21.4125232696533
2503418752.11506 -21.4674739837646
2505939898.47716 -21.5224266052246
2508461044.83926 -21.5773773193359
2510982191.20135 -21.6323299407959
2513503337.56345 -21.6838531494141
2516024483.92555 -21.7102336883545
2518545630.28765 -21.7366161346436
2521066776.64975 -21.762996673584
2523587923.01184 -21.789379119873
2526109069.37394 -21.8157596588135
2528630215.73604 -21.8355255126953
2531151362.09814 -21.8303985595703
2533672508.46024 -21.8252716064453
2536193654.82234 -21.8201465606689
2538714801.18443 -21.8150196075439
2541235947.54653 -21.8098926544189
2543757093.90863 -21.7855987548828
2546278240.27073 -21.7165775299072
2548799386.63283 -21.6475563049316
2551320532.99492 -21.5785369873047
2553841679.35702 -21.5095157623291
2556362825.71912 -21.4404945373535
2558883972.08122 -21.3614025115967
2561405118.44332 -21.2665557861328
2563926264.80541 -21.1717090606689
2566447411.16751 -21.0768623352051
2568968557.52961 -20.9820156097412
2571489703.89171 -20.8871688842773
2574010850.25381 -20.7837734222412
2576531996.61591 -20.6711158752441
2579053142.978 -20.5584602355957
2581574289.3401 -20.4458026885986
2584095435.7022 -20.3331451416016
2586616582.0643 -20.2204895019531
2589137728.4264 -20.1318054199219
2591658874.78849 -20.0612087249756
2594180021.15059 -19.9906101226807
2596701167.51269 -19.9200134277344
2599222313.87479 -19.8494148254395
2601743460.23689 -19.7788181304932
2604264606.59898 -19.7512111663818
2606785752.96108 -19.7457523345947
2609306899.32318 -19.7402935028076
2611828045.68528 -19.7348346710205
2614349192.04738 -19.7293758392334
2616870338.40948 -19.7239170074463
2619391484.77157 -19.7279853820801
2621912631.13367 -19.7352275848389
2624433777.49577 -19.7424716949463
2626954923.85787 -19.7497138977051
2629476070.21997 -19.7569561004639
2631997216.58206 -19.7641983032227
2634518362.94416 -19.7870464324951
2637039509.30626 -19.8128643035889
2639560655.66836 -19.8386821746826
2642081802.03046 -19.864501953125
2644602948.39256 -19.8903198242188
2647124094.75465 -19.9161376953125
2649645241.11675 -19.871509552002
2652166387.47885 -19.8215789794922
2654687533.84095 -19.7716464996338
2657208680.20305 -19.721715927124
2659729826.56514 -19.6717853546143
2662250972.92724 -19.6208057403564
2664772119.28934 -19.5184841156006
2667293265.65144 -19.4161624908447
2669814412.01354 -19.3138389587402
2672335558.37563 -19.2115173339844
2674856704.73773 -19.1091957092285
2677377851.09983 -19.0161724090576
2679898997.46193 -18.9983825683594
2682420143.82403 -18.9805927276611
2684941290.18613 -18.9628028869629
2687462436.54822 -18.9450130462646
2689983582.91032 -18.927225112915
2692504729.27242 -18.9002075195313
2695025875.63452 -18.8362884521484
2697547021.99662 -18.772367477417
2700068168.35871 -18.7084484100342
2702589314.72081 -18.6445274353027
2705110461.08291 -18.5806083679199
2707631607.44501 -18.4974327087402
2710152753.80711 -18.3671131134033
2712673900.1692 -18.2367935180664
2715195046.5313 -18.1064758300781
2717716192.8934 -17.9761562347412
2720237339.2555 -17.8458366394043
2722758485.6176 -17.7066287994385
2725279631.9797 -17.5529174804688
2727800778.34179 -17.3992042541504
2730321924.70389 -17.2454929351807
2732843071.06599 -17.0917816162109
2735364217.42809 -16.9380683898926
2737885363.79019 -16.8103466033936
2740406510.15228 -16.7119312286377
2742927656.51438 -16.6135177612305
2745448802.87648 -16.5151023864746
2747969949.23858 -16.4166889190674
2750491095.60068 -16.3182735443115
2753012241.96278 -16.2679252624512
2755533388.32487 -16.2553424835205
2758054534.68697 -16.2427616119385
2760575681.04907 -16.2301788330078
2763096827.41117 -16.2175960540771
2765617973.77327 -16.2050151824951
2768139120.13536 -16.2342090606689
2770660266.49746 -16.2859001159668
2773181412.85956 -16.337589263916
2775702559.22166 -16.3892784118652
2778223705.58376 -16.4409694671631
2780744851.94585 -16.4926586151123
2783265998.30795 -16.5351715087891
2785787144.67005 -16.5744609832764
2788308291.03215 -16.613748550415
2790829437.39425 -16.6530380249023
2793350583.75635 -16.6923274993896
2795871730.11844 -16.7316150665283
2798392876.48054 -16.7419891357422
2800914022.84264 -16.7464408874512
2803435169.20474 -16.7508907318115
2805956315.56684 -16.7553424835205
2808477461.92893 -16.7597942352295
2810998608.29103 -16.7642440795898
2813519754.65313 -16.7129154205322
2816040901.01523 -16.6567344665527
2818562047.37733 -16.6005554199219
2821083193.73942 -16.5443744659424
2823604340.10152 -16.4881954193115
2826125486.46362 -16.4319458007813
2828646632.82572 -16.3687610626221
2831167779.18782 -16.3055782318115
2833688925.54992 -16.242395401001
2836210071.91201 -16.1792106628418
2838731218.27411 -16.1160278320313
2841252364.63621 -16.0520057678223
2843773510.99831 -15.9804344177246
2846294657.36041 -15.908863067627
2848815803.7225 -15.8372926712036
2851336950.0846 -15.7657222747803
2853858096.4467 -15.6941509246826
2856379242.8088 -15.6317720413208
2858900389.1709 -15.6085767745972
2861421535.53299 -15.5853805541992
2863942681.89509 -15.5621852874756
2866463828.25719 -15.538990020752
2868984974.61929 -15.5157947540283
2871506120.98139 -15.5156679153442
2874027267.34349 -15.5748596191406
2876548413.70558 -15.6340522766113
2879069560.06768 -15.6932439804077
2881590706.42978 -15.7524356842041
2884111852.79188 -15.8116283416748
2886632999.15398 -15.9130239486694
2889154145.51607 -16.0862808227539
2891675291.87817 -16.2595386505127
2894196438.24027 -16.4327964782715
2896717584.60237 -16.6060523986816
2899238730.96447 -16.7793102264404
2901759877.32657 -16.8676147460938
2904281023.68866 -16.8561916351318
2906802170.05076 -16.8447685241699
2909323316.41286 -16.833345413208
2911844462.77496 -16.8219223022461
2914365609.13706 -16.8104991912842
2916886755.49915 -16.7478141784668
2919407901.86125 -16.6431903839111
2921929048.22335 -16.5385646820068
2924450194.58545 -16.4339408874512
2926971340.94755 -16.3293151855469
2929492487.30964 -16.2246894836426
2932013633.67174 -16.0830097198486
2934534780.03384 -15.9204883575439
2937055926.39594 -15.7579650878906
2939577072.75804 -15.5954427719116
2942098219.12014 -15.4329204559326
2944619365.48223 -15.2703981399536
2947140511.84433 -15.1093587875366
2949661658.20643 -14.9488687515259
2952182804.56853 -14.7883777618408
2954703950.93063 -14.6278877258301
2957225097.29272 -14.4673976898193
2959746243.65482 -14.3069076538086
2962267390.01692 -14.2539052963257
2964788536.37902 -14.224497795105
2967309682.74112 -14.1950902938843
2969830829.10321 -14.1656827926636
2972351975.46531 -14.1362752914429
2974873121.82741 -14.1068677902222
2977394268.18951 -14.1622543334961
2979915414.55161 -14.2260274887085
2982436560.91371 -14.2898006439209
2984957707.2758 -14.3535737991333
2987478853.6379 -14.4173460006714
2990000000 -14.4811191558838
