Wave;Sample;Dark;Reference
335.361;185.283;80.200;0.000
335.529;222.798;89.300;0.000
335.696;134.626;60.100;0.000
335.863;148.899;53.300;0.000
336.031;167.053;76.300;0.000
336.198;133.082;61.700;0.000
336.365;195.799;82.000;0.000
336.533;121.686;57.300;0.000
336.700;193.146;88.000;0.000
336.867;105.484;64.100;0.000
337.034;247.062;93.100;0.000
337.202;254.145;97.500;0.000
337.369;246.545;100.600;0.000
337.536;145.255;53.500;0.000
337.704;159.837;62.800;0.000
337.871;184.477;90.300;0.000
338.038;187.769;57.800;0.000
338.205;149.043;67.700;0.000
338.373;205.916;72.500;0.000
338.540;212.295;67.700;0.000
338.707;179.497;80.700;0.000
338.874;100.230;54.600;0.000
339.041;152.481;36.500;0.000
339.209;148.076;76.800;0.000
339.376;171.333;69.000;0.000
339.543;210.049;84.800;0.000
339.710;161.353;63.000;0.000
339.877;186.851;83.900;0.000
340.045;172.778;73.900;0.000
340.212;166.004;54.500;0.000
340.379;169.510;75.500;0.000
340.546;128.462;76.800;0.000
340.713;134.562;81.800;0.000
340.881;173.163;79.400;0.000
341.048;124.551;72.100;0.000
341.215;230.448;90.900;0.000
341.382;139.104;67.500;0.000
341.549;169.957;88.600;0.000
341.716;147.047;65.700;0.000
341.883;204.073;65.800;0.000
342.050;196.236;82.400;0.000
342.218;183.959;78.600;0.000
342.385;163.734;73.800;0.000
342.552;244.217;97.000;0.000
342.719;209.150;89.800;0.000
342.886;179.603;84.800;0.000
343.053;224.544;95.200;0.000
343.220;196.439;92.200;0.000
343.387;138.887;73.600;0.000
343.554;151.974;91.200;0.000
343.721;274.198;91.700;0.000
343.888;138.679;45.600;0.000
344.055;174.293;77.800;0.000
344.222;182.770;64.200;0.000
344.389;168.545;72.700;0.000
344.556;181.315;61.000;0.000
344.723;152.317;41.900;0.000
344.890;166.373;93.800;0.000
345.057;246.928;82.500;0.000
345.224;183.270;77.800;0.000
345.391;249.004;140.000;0.000
345.558;212.710;83.600;0.000
345.725;161.708;84.200;0.000
345.892;178.547;93.000;0.000
346.059;124.823;65.600;0.000
346.226;163.561;48.700;0.000
346.393;188.208;87.800;0.000
346.560;158.794;65.300;0.000
346.727;188.725;60.600;0.000
346.894;197.746;43.900;0.000
347.061;165.164;94.600;0.000
347.228;192.652;78.700;0.000
347.395;173.325;89.900;0.000
347.562;193.759;72.100;0.000
347.729;244.183;89.000;0.000
347.895;200.001;88.400;0.000
348.062;150.111;64.900;0.000
348.229;221.222;87.900;0.000
348.396;212.538;79.500;0.000
348.563;120.657;43.800;0.000
348.730;233.069;98.900;0.000
348.897;192.450;88.800;0.000
349.064;149.211;76.800;0.000
349.230;156.581;73.600;0.000
349.397;188.287;81.200;0.000
349.564;146.120;67.500;0.000
349.731;176.722;81.400;0.000
349.898;210.640;96.400;0.000
350.065;162.524;79.000;0.000
350.231;95.421;49.800;0.000
350.398;243.122;90.700;0.000
350.565;190.872;88.800;0.000
350.732;129.114;79.700;0.000
350.899;169.152;67.600;0.000
351.065;227.222;80.600;0.000
351.232;169.491;65.400;0.000
351.399;178.802;73.700;0.000
351.566;207.519;84.800;0.000
351.732;218.497;85.400;0.000
351.899;221.608;73.200;0.000
352.066;189.218;103.500;0.000
352.233;134.088;77.400;0.000
352.399;141.780;91.200;0.000
352.566;209.466;72.600;0.000
352.733;244.061;89.400;0.000
352.900;142.121;47.600;0.000
353.066;261.798;78.200;0.000
353.233;136.252;55.800;0.000
353.400;145.013;70.400;0.000
353.566;166.990;72.900;0.000
353.733;200.561;71.500;0.000
353.900;312.351;92.900;0.000
354.066;264.448;83.500;0.000
354.233;204.849;85.300;0.000
354.400;342.710;99.700;0.000
354.566;295.655;109.200;0.000
354.733;243.262;66.200;0.000
354.900;173.703;63.000;0.000
355.066;239.850;100.500;0.000
355.233;137.669;80.100;0.000
355.399;198.796;92.400;0.000
355.566;200.132;94.400;0.000
355.733;217.612;89.500;0.000
355.899;228.238;98.500;0.000
356.066;252.488;107.000;0.000
356.232;179.762;76.400;0.000
356.399;296.680;92.600;0.000
356.566;272.460;94.700;0.000
356.732;178.155;76.200;0.000
356.899;296.072;114.300;0.000
357.065;273.493;99.200;0.000
357.232;248.237;100.000;0.000
357.398;215.013;61.900;0.000
357.565;164.928;85.000;0.000
357.732;212.447;99.200;0.000
357.898;243.276;86.500;0.000
358.065;223.456;81.200;0.000
358.231;167.290;89.200;0.000
358.398;213.541;70.300;0.000
358.564;173.110;92.600;0.000
358.731;163.754;88.300;0.000
358.897;236.212;86.600;0.000
359.064;194.353;54.000;0.000
359.230;167.916;96.000;0.000
359.397;143.390;77.800;0.000
359.563;202.758;113.800;0.000
359.729;236.652;112.400;0.000
359.896;211.973;56.400;0.000
360.062;306.254;114.500;0.000
360.229;182.662;56.600;0.000
360.395;198.865;91.600;0.000
360.562;180.372;68.000;0.000
360.728;186.383;106.100;0.000
360.894;168.512;86.500;0.000
361.061;199.303;105.600;0.000
361.227;226.578;95.100;0.000
361.394;228.766;82.600;0.000
361.560;181.409;49.500;0.000
361.726;200.992;89.200;0.000
361.893;249.226;77.500;0.000
362.059;214.237;71.200;0.000
362.226;183.536;89.100;0.000
362.392;221.069;101.900;0.000
362.558;256.785;94.200;0.000
362.725;237.113;105.200;0.000
362.891;217.843;78.600;0.000
363.057;278.653;115.200;0.000
363.224;265.710;95.100;0.000
363.390;205.362;54.200;0.000
363.556;187.505;69.300;0.000
363.723;272.331;99.300;0.000
363.889;199.164;71.100;0.000
364.055;218.573;93.200;0.000
364.221;212.826;77.400;0.000
364.388;235.739;125.700;0.000
364.554;203.820;82.600;0.000
364.720;184.088;69.800;0.000
364.887;232.601;78.900;0.000
365.053;246.448;81.500;0.000
365.219;251.556;67.000;0.000
365.385;177.218;64.300;0.000
365.552;206.588;70.200;0.000
365.718;211.202;88.500;0.000
365.884;119.491;74.200;0.000
366.050;191.160;102.800;0.000
366.216;175.199;74.700;0.000
366.383;162.806;67.700;0.000
366.549;185.087;53.600;0.000
366.715;234.147;100.200;0.000
366.881;195.555;81.400;0.000
367.047;271.188;93.400;0.000
367.214;262.690;113.800;0.000
367.380;225.100;89.600;0.000
367.546;240.687;76.800;0.000
367.712;179.203;63.900;0.000
367.878;322.771;158.600;0.000
368.044;163.804;78.800;0.000
368.211;232.697;106.500;0.000
368.377;198.269;87.800;0.000
368.543;218.957;76.900;0.000
368.709;223.506;104.100;0.000
368.875;168.017;94.300;0.000
369.041;223.281;96.800;0.000
369.207;156.522;72.400;0.000
369.373;202.178;66.500;0.000
369.539;175.254;84.800;0.000
369.706;196.438;109.000;0.000
369.872;153.545;56.900;0.000
370.038;215.227;91.300;0.000
370.204;196.501;68.300;0.000
370.370;213.384;98.100;0.000
370.536;178.119;57.800;0.000
370.702;251.376;68.600;0.000
370.868;211.261;88.900;0.000
371.034;236.516;99.800;0.000
371.200;167.999;71.700;0.000
371.366;213.450;83.900;0.000
371.532;222.341;105.900;0.000
371.698;196.439;76.600;0.000
371.864;199.014;73.100;0.000
372.030;185.847;81.000;0.000
372.196;256.508;97.600;0.000
372.362;274.769;97.600;0.000
372.528;309.516;113.000;0.000
372.694;203.776;67.900;0.000
372.860;319.185;112.800;0.000
373.026;238.254;78.200;0.000
373.192;188.475;57.100;0.000
373.358;214.461;83.400;0.000
373.524;226.140;93.700;0.000
373.690;265.430;103.500;0.000
373.856;220.826;70.400;0.000
374.022;212.160;93.200;0.000
374.187;167.868;88.800;0.000
374.353;212.308;90.700;0.000
374.519;227.610;98.300;0.000
374.685;181.441;66.800;0.000
374.851;189.502;87.000;0.000
375.017;217.721;84.600;0.000
375.183;264.396;77.600;0.000
375.349;211.287;86.100;0.000
