# lambda/AA  F/Fc
6597.9270 0.997972
6597.9254 0.997736
6597.9237 0.997425
6597.9221 0.997378
6597.9204 0.997539
6597.9188 0.997513
6597.9172 0.997369
6597.9155 0.997474
6597.9139 0.997733
6597.9122 0.997732
6597.9106 0.997422
6597.9090 0.997167
6597.9073 0.997208
6597.9057 0.997374
6597.9040 0.997405
6597.9024 0.997348
6597.9008 0.997346
6597.8991 0.997306
6597.8975 0.997126
6597.8958 0.996953
6597.8942 0.996920
6597.8926 0.996988
6597.8909 0.997133
6597.8893 0.997274
6597.8876 0.997162
6597.8860 0.996770
6597.8844 0.996496
6597.8827 0.996609
6597.8811 0.996839
6597.8794 0.996843
6597.8778 0.996754
6597.8762 0.996838
6597.8745 0.996932
6597.8729 0.996772
6597.8712 0.996509
6597.8696 0.996326
6597.8680 0.996129
6597.8663 0.995996
6597.8647 0.996152
6597.8630 0.996442
6597.8614 0.996591
6597.8598 0.996624
6597.8581 0.996624
6597.8565 0.996606
6597.8548 0.996643
6597.8532 0.996636
6597.8516 0.996381
6597.8499 0.996029
6597.8483 0.995894
6597.8466 0.995918
6597.8450 0.995904
6597.8434 0.995868
6597.8417 0.995820
6597.8401 0.995716
6597.8384 0.995711
6597.8368 0.995898
6597.8352 0.995980
6597.8335 0.995790
6597.8319 0.995639
6597.8302 0.995644
6597.8286 0.995474
6597.8270 0.995129
6597.8253 0.995010
6597.8237 0.995122
6597.8220 0.995163
6597.8204 0.995205
6597.8188 0.995466
6597.8171 0.995702
6597.8155 0.995552
6597.8138 0.995199
6597.8122 0.995046
6597.8105 0.995012
6597.8089 0.994857
6597.8073 0.994778
6597.8056 0.994922
6597.8040 0.995013
6597.8023 0.994945
6597.8007 0.994836
6597.7991 0.994606
6597.7974 0.994389
6597.7958 0.994535
6597.7941 0.994800
6597.7925 0.994737
6597.7909 0.994566
6597.7892 0.994565
6597.7876 0.994514
6597.7859 0.994317
6597.7843 0.994122
6597.7827 0.993969
6597.7810 0.993958
6597.7794 0.994137
6597.7777 0.994200
6597.7761 0.993957
6597.7745 0.993620
6597.7728 0.993408
6597.7712 0.993405
6597.7695 0.993512
6597.7679 0.993411
6597.7663 0.993075
6597.7646 0.992890
6597.7630 0.992930
6597.7613 0.993001
6597.7597 0.993150
6597.7581 0.993247
6597.7564 0.992890
6597.7548 0.992260
6597.7531 0.991891
6597.7515 0.991736
6597.7499 0.991590
6597.7482 0.991617
6597.7466 0.991682
6597.7449 0.991350
6597.7433 0.990745
6597.7417 0.990293
6597.7400 0.989923
6597.7384 0.989409
6597.7367 0.988953
6597.7351 0.988892
6597.7335 0.989099
6597.7318 0.989035
6597.7302 0.988484
6597.7285 0.987880
6597.7269 0.987544
6597.7253 0.987188
6597.7236 0.986547
6597.7220 0.985755
6597.7203 0.985001
6597.7187 0.984403
6597.7171 0.983976
6597.7154 0.983559
6597.7138 0.983042
6597.7121 0.982432
6597.7105 0.981682
6597.7089 0.980849
6597.7072 0.980028
6597.7056 0.979077
6597.7039 0.977973
6597.7023 0.976935
6597.7007 0.975859
6597.6990 0.974573
6597.6974 0.973399
6597.6957 0.972521
6597.6941 0.971568
6597.6925 0.970299
6597.6908 0.968831
6597.6892 0.967266
6597.6875 0.965719
6597.6859 0.964289
6597.6843 0.962870
6597.6826 0.961263
6597.6810 0.959407
6597.6793 0.957439
6597.6777 0.955512
6597.6761 0.953514
6597.6744 0.951320
6597.6728 0.949140
6597.6711 0.947013
6597.6695 0.944530
6597.6679 0.941622
6597.6662 0.938783
6597.6646 0.936217
6597.6629 0.933604
6597.6613 0.930712
6597.6597 0.927658
6597.6580 0.924607
6597.6564 0.921514
6597.6547 0.918212
6597.6531 0.914663
6597.6515 0.910968
6597.6498 0.907191
6597.6482 0.903361
6597.6465 0.899566
6597.6449 0.895762
6597.6433 0.891597
6597.6416 0.886865
6597.6400 0.881958
6597.6383 0.877257
6597.6367 0.872541
6597.6351 0.867632
6597.6334 0.862753
6597.6318 0.857845
6597.6301 0.852576
6597.6285 0.846988
6597.6269 0.841301
6597.6252 0.835533
6597.6236 0.829700
6597.6219 0.823893
6597.6203 0.818139
6597.6187 0.812335
6597.6170 0.806282
6597.6154 0.800011
6597.6137 0.793838
6597.6121 0.787764
6597.6105 0.781456
6597.6088 0.774910
6597.6072 0.768420
6597.6055 0.762075
6597.6039 0.755783
6597.6023 0.749511
6597.6006 0.743317
6597.5990 0.737258
6597.5973 0.731347
6597.5957 0.725622
6597.5941 0.720034
6597.5924 0.714389
6597.5908 0.708838
6597.5891 0.703797
6597.5875 0.699103
6597.5859 0.694282
6597.5842 0.689441
6597.5826 0.684969
6597.5809 0.680984
6597.5793 0.677451
6597.5777 0.674229
6597.5760 0.671239
6597.5744 0.668567
6597.5727 0.666100
6597.5711 0.663805
6597.5695 0.662114
6597.5678 0.661081
6597.5662 0.660232
6597.5645 0.659605
6597.5629 0.659532
6597.5613 0.659900
6597.5596 0.660619
6597.5580 0.661733
6597.5563 0.663098
6597.5547 0.664802
6597.5531 0.667036
6597.5514 0.669545
6597.5498 0.672225
6597.5481 0.675415
6597.5465 0.679056
6597.5449 0.682765
6597.5432 0.686602
6597.5416 0.690800
6597.5399 0.695286
6597.5383 0.699972
6597.5367 0.704980
6597.5350 0.710316
6597.5334 0.715677
6597.5317 0.720932
6597.5301 0.726422
6597.5285 0.732363
6597.5268 0.738530
6597.5252 0.744752
6597.5235 0.750982
6597.5219 0.757136
6597.5203 0.763361
6597.5186 0.769849
6597.5170 0.776384
6597.5153 0.782709
6597.5137 0.788878
6597.5121 0.794986
6597.5104 0.801162
6597.5088 0.807562
6597.5071 0.814033
6597.5055 0.820342
6597.5039 0.826543
6597.5022 0.832646
6597.5006 0.838484
6597.4989 0.844140
6597.4973 0.849887
6597.4957 0.855722
6597.4940 0.861384
6597.4924 0.866694
6597.4907 0.871701
6597.4891 0.876649
6597.4875 0.881765
6597.4858 0.886901
6597.4842 0.891669
6597.4826 0.896066
6597.4809 0.900442
6597.4793 0.904795
6597.4776 0.908872
6597.4760 0.912802
6597.4744 0.916769
6597.4727 0.920500
6597.4711 0.923773
6597.4694 0.926857
6597.4678 0.930054
6597.4662 0.933299
6597.4645 0.936334
6597.4629 0.939065
6597.4612 0.941678
6597.4596 0.944316
6597.4580 0.946871
6597.4563 0.949300
6597.4547 0.951693
6597.4530 0.953961
6597.4514 0.956012
6597.4498 0.958018
6597.4481 0.960044
6597.4465 0.961877
6597.4448 0.963434
6597.4432 0.964848
6597.4416 0.966238
6597.4399 0.967735
6597.4383 0.969422
6597.4366 0.971093
6597.4350 0.972488
6597.4334 0.973707
6597.4317 0.974987
6597.4301 0.976293
6597.4284 0.977474
6597.4268 0.978573
6597.4252 0.979703
6597.4235 0.980795
6597.4219 0.981714
6597.4202 0.982541
6597.4186 0.983464
6597.4170 0.984375
6597.4153 0.984949
6597.4137 0.985199
6597.4120 0.985564
6597.4104 0.986300
6597.4088 0.987158
6597.4071 0.987824
6597.4055 0.988373
6597.4038 0.988974
6597.4022 0.989436
6597.4006 0.989559
6597.3989 0.989659
6597.3973 0.990101
6597.3956 0.990731
6597.3940 0.991224
6597.3924 0.991495
6597.3907 0.991587
6597.3891 0.991650
6597.3874 0.991850
6597.3858 0.992036
6597.3842 0.992034
6597.3825 0.992081
6597.3809 0.992356
6597.3792 0.992673
6597.3776 0.992984
6597.3760 0.993322
6597.3743 0.993448
6597.3727 0.993350
6597.3710 0.993416
6597.3694 0.993678
6597.3678 0.993817
6597.3661 0.993849
6597.3645 0.993989
6597.3628 0.994211
6597.3612 0.994338
6597.3596 0.994219
6597.3579 0.993923
6597.3563 0.993782
6597.3546 0.993878
6597.3530 0.993950
6597.3514 0.994017
6597.3497 0.994284
6597.3481 0.994536
6597.3464 0.994519
6597.3448 0.994439
6597.3432 0.994476
6597.3415 0.994488
6597.3399 0.994438
6597.3382 0.994497
6597.3366 0.994627
6597.3350 0.994602
6597.3333 0.994408
6597.3317 0.994248
6597.3300 0.994220
6597.3284 0.994315
6597.3268 0.994512
6597.3251 0.994645
6597.3235 0.994495
6597.3218 0.994122
6597.3202 0.993807
6597.3186 0.993750
6597.3169 0.993935
6597.3153 0.994118
6597.3136 0.994085
6597.3120 0.993897
6597.3104 0.993717
6597.3087 0.993702
6597.3071 0.993982
6597.3054 0.994302
6597.3038 0.994186
6597.3022 0.993808
6597.3005 0.993768
6597.2989 0.993985
6597.2972 0.993896
6597.2956 0.993525
6597.2940 0.993409
6597.2923 0.993681
6597.2907 0.993962
6597.2890 0.994023
6597.2874 0.994009
6597.2858 0.994044
6597.2841 0.994110
6597.2825 0.994171
6597.2808 0.994122
6597.2792 0.994017
6597.2776 0.994190
6597.2759 0.994578
6597.2743 0.994632
6597.2726 0.994352
6597.2710 0.994322
6597.2694 0.994623
6597.2677 0.994805
6597.2661 0.994715
6597.2644 0.994561
6597.2628 0.994507
6597.2612 0.994559
6597.2595 0.994659
6597.2579 0.994799
6597.2562 0.995016
6597.2546 0.995224
6597.2530 0.995254
6597.2513 0.995137
6597.2497 0.995144
6597.2481 0.995454
6597.2464 0.995856
6597.2448 0.996012
6597.2431 0.995929
6597.2415 0.995837
6597.2399 0.995761
6597.2382 0.995648
6597.2366 0.995662
6597.2349 0.995912
6597.2333 0.996197
6597.2317 0.996320
6597.2300 0.996308
6597.2284 0.996190
6597.2267 0.996026
6597.2251 0.996045
6597.2235 0.996282
6597.2218 0.996427
6597.2202 0.996362
6597.2185 0.996333
6597.2169 0.996493
6597.2153 0.996699
6597.2136 0.996762
6597.2120 0.996699
6597.2103 0.996662
6597.2087 0.996603
6597.2071 0.996431
6597.2054 0.996377
6597.2038 0.996496
6597.2021 0.996397
6597.2005 0.996128
6597.1989 0.996184
6597.1972 0.996441
6597.1956 0.996441
6597.1939 0.996337
6597.1923 0.996449
6597.1907 0.996680
6597.1890 0.996831
6597.1874 0.996788
6597.1857 0.996559
6597.1841 0.996424
6597.1825 0.996596
6597.1808 0.996796
6597.1792 0.996648
6597.1775 0.996286
6597.1759 0.996122
6597.1743 0.996160
6597.1726 0.996109
6597.1710 0.995967
6597.1693 0.995845
6597.1677 0.995665
6597.1661 0.995515
6597.1644 0.995518
6597.1628 0.995409
6597.1611 0.995092
6597.1595 0.994928
6597.1579 0.995006
6597.1562 0.995040
6597.1546 0.994882
6597.1529 0.994504
6597.1513 0.994012
6597.1497 0.993691
6597.1480 0.993640
6597.1464 0.993733
6597.1447 0.993875
6597.1431 0.993897
6597.1415 0.993634
6597.1398 0.993214
6597.1382 0.992928
6597.1365 0.992873
6597.1349 0.992832
6597.1333 0.992567
6597.1316 0.992221
6597.1300 0.991981
6597.1283 0.991651
6597.1267 0.991207
6597.1251 0.990908
6597.1234 0.990623
6597.1218 0.990173
6597.1201 0.989842
6597.1185 0.989720
6597.1169 0.989558
6597.1152 0.989371
6597.1136 0.989225
6597.1119 0.988966
6597.1103 0.988612
6597.1087 0.988315
6597.1070 0.988103
6597.1054 0.987917
6597.1038 0.987557
6597.1021 0.986934
6597.1005 0.986443
6597.0988 0.986411
6597.0972 0.986564
6597.0956 0.986530
6597.0939 0.986297
6597.0923 0.986057
6597.0906 0.985971
6597.0890 0.985947
6597.0874 0.985747
6597.0857 0.985481
6597.0841 0.985488
6597.0824 0.985706
6597.0808 0.985832
6597.0792 0.985874
6597.0775 0.985955
6597.0759 0.985934
6597.0742 0.985765
6597.0726 0.985720
6597.0710 0.985888
6597.0693 0.986013
6597.0677 0.986008
6597.0660 0.986102
6597.0644 0.986409
6597.0628 0.986701
6597.0611 0.986665
6597.0595 0.986396
6597.0578 0.986318
6597.0562 0.986437
6597.0546 0.986370
6597.0529 0.986212
6597.0513 0.986304
6597.0496 0.986442
6597.0480 0.986315
6597.0464 0.986091
6597.0447 0.985963
6597.0431 0.985898
6597.0414 0.985859
6597.0398 0.985765
6597.0382 0.985559
6597.0365 0.985327
6597.0349 0.985084
6597.0332 0.984743
6597.0316 0.984270
6597.0300 0.983663
6597.0283 0.983112
6597.0267 0.982924
6597.0250 0.983004
6597.0234 0.982940
6597.0218 0.982633
6597.0201 0.982235
6597.0185 0.981821
6597.0168 0.981433
6597.0152 0.981004
6597.0136 0.980402
6597.0119 0.979796
6597.0103 0.979431
6597.0086 0.979174
6597.0070 0.978820
6597.0054 0.978360
6597.0037 0.977725
6597.0021 0.976987
6597.0005 0.976524
6596.9988 0.976368
6596.9972 0.976112
6596.9955 0.975732
6596.9939 0.975534
6596.9923 0.975518
6596.9906 0.975637
6596.9890 0.975943
6596.9873 0.976183
6596.9857 0.976221
6596.9841 0.976411
6596.9824 0.976851
6596.9808 0.977326
6596.9791 0.977950
6596.9775 0.978705
6596.9759 0.979174
6596.9742 0.979399
6596.9726 0.979753
6596.9709 0.980194
6596.9693 0.980695
6596.9677 0.981416
6596.9660 0.982159
6596.9644 0.982760
6596.9627 0.983445
6596.9611 0.984186
6596.9595 0.984750
6596.9578 0.985192
6596.9562 0.985546
6596.9545 0.985769
6596.9529 0.986094
6596.9513 0.986642
6596.9496 0.987171
6596.9480 0.987586
6596.9463 0.987939
6596.9447 0.988125
6596.9431 0.988201
6596.9414 0.988428
6596.9398 0.988731
6596.9381 0.988826
6596.9365 0.988828
6596.9349 0.989006
6596.9332 0.989224
6596.9316 0.989377
6596.9299 0.989724
6596.9283 0.990175
6596.9267 0.990269
6596.9250 0.990187
6596.9234 0.990458
6596.9217 0.990895
6596.9201 0.991117
6596.9185 0.991257
6596.9168 0.991403
6596.9152 0.991452
6596.9135 0.991535
6596.9119 0.991701
6596.9103 0.991802
6596.9086 0.991886
6596.9070 0.992008
6596.9054 0.992095
6596.9037 0.992249
6596.9021 0.992469
6596.9004 0.992464
6596.8988 0.992271
6596.8972 0.992288
6596.8955 0.992561
6596.8939 0.992829
6596.8922 0.993007
6596.8906 0.993121
6596.8890 0.993188
6596.8873 0.993315
6596.8857 0.993545
6596.8840 0.993698
6596.8824 0.993682
6596.8808 0.993670
6596.8791 0.993811
6596.8775 0.994108
6596.8758 0.994533
6596.8742 0.994882
6596.8726 0.994886
6596.8709 0.994670
6596.8693 0.994550
6596.8676 0.994606
6596.8660 0.994847
6596.8644 0.995176
6596.8627 0.995282
6596.8611 0.995229
6596.8594 0.995441
6596.8578 0.995786
6596.8562 0.995797
6596.8545 0.995606
6596.8529 0.995676
6596.8512 0.996042
6596.8496 0.996339
6596.8480 0.996276
6596.8463 0.995989
6596.8447 0.995806
6596.8430 0.995735
6596.8414 0.995714
6596.8398 0.995883
6596.8381 0.996158
6596.8365 0.996348
6596.8348 0.996570
6596.8332 0.996818
6596.8316 0.996831
6596.8299 0.996625
6596.8283 0.996381
6596.8266 0.996209
6596.8250 0.996327
6596.8234 0.996720
6596.8217 0.996942
6596.8201 0.996811
6596.8185 0.996624
6596.8168 0.996640
6596.8152 0.996871
6596.8135 0.997138
6596.8119 0.997260
6596.8103 0.997293
6596.8086 0.997260
6596.8070 0.997047
6596.8053 0.996838
6596.8037 0.996851
6596.8021 0.996873
6596.8004 0.996877
6596.7988 0.997218
6596.7971 0.997753
6596.7955 0.997928
6596.7939 0.997663
6596.7922 0.997264
6596.7906 0.996956
6596.7889 0.996893
6596.7873 0.997044
6596.7857 0.997181
6596.7840 0.997253
6596.7824 0.997380
6596.7807 0.997572
6596.7791 0.997772
6596.7775 0.997914
6596.7758 0.997904
6596.7742 0.997775
6596.7725 0.997701
6596.7709 0.997740
6596.7693 0.997783
6596.7676 0.997779
6596.7660 0.997830
6596.7643 0.997964
6596.7627 0.997976
6596.7611 0.997787
6596.7594 0.997727
6596.7578 0.997972
6596.7561 0.998169
6596.7545 0.998097
6596.7529 0.997996
6596.7512 0.997954
6596.7496 0.997858
6596.7479 0.997853
6596.7463 0.998038
6596.7447 0.998133
6596.7430 0.998041
6596.7414 0.998020
6596.7398 0.998072
6596.7381 0.998031
6596.7365 0.998044
6596.7348 0.998174
6596.7332 0.998158
6596.7316 0.998019
6596.7299 0.998037
6596.7283 0.998164
6596.7266 0.998281
6596.7250 0.998411
6596.7234 0.998370
6596.7217 0.998082
6596.7201 0.997912
6596.7184 0.997987
6596.7168 0.998058
6596.7152 0.998108
6596.7135 0.998205
6596.7119 0.998248
6596.7102 0.998256
6596.7086 0.998209
6596.7070 0.997980
6596.7053 0.997746
6596.7037 0.997696
6596.7020 0.997656
6596.7004 0.997561
6596.6988 0.997550
6596.6971 0.997580
6596.6955 0.997618
6596.6938 0.997722
6596.6922 0.997797
6596.6906 0.997760
6596.6889 0.997627
6596.6873 0.997399
6596.6856 0.997224
6596.6840 0.997167
6596.6824 0.996954
6596.6807 0.996557
6596.6791 0.996372
6596.6774 0.996455
6596.6758 0.996446
6596.6742 0.996224
6596.6725 0.996036
6596.6709 0.996079
6596.6693 0.996202
6596.6676 0.996160
6596.6660 0.996084
6596.6643 0.996163
6596.6627 0.996111
6596.6611 0.995719
6596.6594 0.995385
6596.6578 0.995427
6596.6561 0.995522
6596.6545 0.995285
6596.6529 0.994834
6596.6512 0.994504
6596.6496 0.994358
6596.6479 0.994270
6596.6463 0.994213
6596.6447 0.994200
6596.6430 0.994185
6596.6414 0.994111
6596.6397 0.993893
6596.6381 0.993514
6596.6365 0.993106
6596.6348 0.992763
6596.6332 0.992546
6596.6315 0.992481
6596.6299 0.992378
6596.6283 0.992231
6596.6266 0.992324
6596.6250 0.992314
6596.6233 0.991593
6596.6217 0.990654
6596.6201 0.990274
6596.6184 0.990154
6596.6168 0.989885
6596.6151 0.989663
6596.6135 0.989493
6596.6119 0.989239
6596.6102 0.988953
6596.6086 0.988491
6596.6070 0.987800
6596.6053 0.987228
6596.6037 0.986817
6596.6020 0.986297
6596.6004 0.985774
6596.5988 0.985390
6596.5971 0.984934
6596.5955 0.984351
6596.5938 0.983845
6596.5922 0.983447
6596.5906 0.983041
6596.5889 0.982610
6596.5873 0.982177
6596.5856 0.981734
6596.5840 0.981356
6596.5824 0.981099
6596.5807 0.980729
6596.5791 0.980069
6596.5774 0.979466
6596.5758 0.979172
6596.5742 0.978832
6596.5725 0.978320
6596.5709 0.978087
6596.5692 0.978190
6596.5676 0.978149
6596.5660 0.977892
6596.5643 0.977864
6596.5627 0.978292
6596.5610 0.978920
6596.5594 0.979391
6596.5578 0.979611
6596.5561 0.979747
6596.5545 0.980115
6596.5528 0.980924
6596.5512 0.981892
6596.5496 0.982533
6596.5479 0.982965
6596.5463 0.983588
6596.5447 0.984202
6596.5430 0.984532
6596.5414 0.984951
6596.5397 0.985711
6596.5381 0.986318
6596.5365 0.986341
6596.5348 0.986162
6596.5332 0.986434
6596.5315 0.987173
6596.5299 0.987919
6596.5283 0.988528
6596.5266 0.989074
6596.5250 0.989391
6596.5233 0.989491
6596.5217 0.989689
6596.5201 0.989926
6596.5184 0.989972
6596.5168 0.990086
6596.5151 0.990497
6596.5135 0.990891
6596.5119 0.991027
6596.5102 0.991124
6596.5086 0.991441
6596.5069 0.991896
6596.5053 0.992204
6596.5037 0.992320
6596.5020 0.992435
6596.5004 0.992534
6596.4987 0.992537
6596.4971 0.992614
6596.4955 0.992773
6596.4938 0.992778
6596.4922 0.992688
6596.4906 0.992761
6596.4889 0.992988
6596.4873 0.993201
6596.4856 0.993381
6596.4840 0.993611
6596.4824 0.993833
6596.4807 0.993875
6596.4791 0.993844
6596.4774 0.993950
6596.4758 0.993990
6596.4742 0.993838
6596.4725 0.993890
6596.4709 0.994233
6596.4692 0.994465
6596.4676 0.994497
6596.4660 0.994428
6596.4643 0.994231
6596.4627 0.994120
6596.4610 0.994242
6596.4594 0.994365
6596.4578 0.994478
6596.4561 0.994720
6596.4545 0.994847
6596.4528 0.994699
6596.4512 0.994539
6596.4496 0.994596
6596.4479 0.994849
6596.4463 0.995072
6596.4446 0.995018
6596.4430 0.994810
6596.4414 0.994749
6596.4397 0.994851
6596.4381 0.995024
6596.4364 0.995198
6596.4348 0.995270
6596.4332 0.995305
6596.4315 0.995416
6596.4299 0.995541
6596.4283 0.995665
6596.4266 0.995742
6596.4250 0.995589
6596.4233 0.995355
6596.4217 0.995363
6596.4201 0.995492
6596.4184 0.995557
6596.4168 0.995677
6596.4151 0.995796
6596.4135 0.995743
6596.4119 0.995599
6596.4102 0.995389
6596.4086 0.995081
6596.4069 0.994988
6596.4053 0.995329
6596.4037 0.995677
6596.4020 0.995618
6596.4004 0.995472
6596.3987 0.995643
6596.3971 0.995834
6596.3955 0.995657
6596.3938 0.995386
6596.3922 0.995389
6596.3905 0.995544
6596.3889 0.995749
6596.3873 0.996112
6596.3856 0.996430
6596.3840 0.996328
6596.3824 0.995953
6596.3807 0.995795
6596.3791 0.995916
6596.3774 0.996004
6596.3758 0.995966
6596.3742 0.995900
6596.3725 0.995843
6596.3709 0.995864
6596.3692 0.995916
6596.3676 0.995775
6596.3660 0.995530
6596.3643 0.995465
6596.3627 0.995483
6596.3610 0.995431
6596.3594 0.995405
6596.3578 0.995358
6596.3561 0.995281
6596.3545 0.995386
6596.3528 0.995567
6596.3512 0.995618
6596.3496 0.995695
6596.3479 0.995760
6596.3463 0.995550
6596.3446 0.995150
6596.3430 0.994725
6596.3414 0.994393
6596.3397 0.994453
6596.3381 0.994783
6596.3364 0.994832
6596.3348 0.994649
6596.3332 0.994673
6596.3315 0.994843
6596.3299 0.994834
6596.3283 0.994569
6596.3266 0.994224
6596.3250 0.994026
6596.3233 0.993928
6596.3217 0.993743
6596.3201 0.993583
6596.3184 0.993524
6596.3168 0.993336
6596.3151 0.992968
6596.3135 0.992628
6596.3119 0.992431
6596.3102 0.992424
6596.3086 0.992538
6596.3069 0.992523
6596.3053 0.992265
6596.3037 0.991842
6596.3020 0.991341
6596.3004 0.990962
6596.2987 0.990888
6596.2971 0.990919
6596.2955 0.990697
6596.2938 0.990238
6596.2922 0.989818
6596.2905 0.989490
6596.2889 0.989128
6596.2873 0.988761
6596.2856 0.988461
6596.2840 0.988169
6596.2824 0.987858
6596.2807 0.987486
6596.2791 0.987024
6596.2774 0.986741
6596.2758 0.986757
6596.2742 0.986608
6596.2725 0.986032
6596.2709 0.985351
6596.2692 0.984787
6596.2676 0.984390
6596.2660 0.984197
6596.2643 0.983938
6596.2627 0.983381
6596.2610 0.982736
6596.2594 0.982219
6596.2578 0.981944
6596.2561 0.981912
6596.2545 0.981705
6596.2528 0.981082
6596.2512 0.980438
6596.2496 0.979939
6596.2479 0.979468
6596.2463 0.979313
6596.2446 0.979513
6596.2430 0.979502
6596.2414 0.979150
6596.2397 0.978836
6596.2381 0.978609
6596.2364 0.978324
6596.2348 0.978088
6596.2332 0.978037
6596.2315 0.978102
6596.2299 0.978204
6596.2283 0.978442
6596.2266 0.978862
6596.2250 0.979267
6596.2233 0.979592
6596.2217 0.979968
6596.2201 0.980322
6596.2184 0.980598
6596.2168 0.980940
6596.2151 0.981277
6596.2135 0.981505
6596.2119 0.981871
6596.2102 0.982482
6596.2086 0.983136
6596.2069 0.983697
6596.2053 0.984072
6596.2037 0.984278
6596.2020 0.984596
6596.2004 0.985117
6596.1987 0.985640
6596.1971 0.986115
6596.1955 0.986590
6596.1938 0.987041
6596.1922 0.987464
6596.1905 0.987816
6596.1889 0.988163
6596.1873 0.988683
6596.1856 0.989232
6596.1840 0.989509
6596.1824 0.989587
6596.1807 0.989652
6596.1791 0.989761
6596.1774 0.989972
6596.1758 0.990258
6596.1742 0.990571
6596.1725 0.990947
6596.1709 0.991254
6596.1692 0.991387
6596.1676 0.991530
6596.1660 0.991702
6596.1643 0.991768
6596.1627 0.991853
6596.1610 0.992026
6596.1594 0.992189
6596.1578 0.992325
6596.1561 0.992311
6596.1545 0.992162
6596.1528 0.992270
6596.1512 0.992585
6596.1496 0.992642
6596.1479 0.992572
6596.1463 0.992648
6596.1447 0.992619
6596.1430 0.992443
6596.1414 0.992359
6596.1397 0.992301
6596.1381 0.992239
6596.1365 0.992314
6596.1348 0.992409
6596.1332 0.992383
6596.1315 0.992269
6596.1299 0.992051
6596.1283 0.991775
6596.1266 0.991544
6596.1250 0.991378
6596.1233 0.991367
6596.1217 0.991474
6596.1201 0.991368
6596.1184 0.991004
6596.1168 0.990701
6596.1151 0.990514
