Wavelength (nm);Absorbance Solution;Transmittance Solution
753.803;0.059;87.290
754.132;0.070;85.208
754.461;0.066;85.993
754.791;0.066;85.986
755.120;0.057;87.729
755.449;0.063;86.533
755.778;0.067;85.689
756.107;0.062;86.627
756.436;0.054;88.230
756.765;0.073;84.581
757.094;0.061;86.823
757.423;0.055;88.047
757.752;0.076;83.972
758.081;0.060;87.099
758.410;0.060;87.096
758.738;0.055;88.095
759.067;0.065;86.146
759.396;0.067;85.605
759.724;0.059;87.288
760.053;0.066;85.994
760.381;0.064;86.376
760.709;0.052;88.638
761.038;0.076;83.991
761.366;0.052;88.686
761.694;0.046;90.049
762.022;0.056;87.894
762.351;0.053;88.432
762.679;0.055;88.101
763.007;0.071;84.992
763.335;0.050;89.131
763.663;0.073;84.434
763.990;0.057;87.640
764.318;0.060;87.127
764.646;0.064;86.317
764.974;0.066;85.926
765.301;0.059;87.291
765.629;0.064;86.361
765.957;0.061;86.939
766.284;0.058;87.462
766.612;0.067;85.693
766.939;0.063;86.416
767.266;0.058;87.457
767.594;0.066;85.865
767.921;0.058;87.562
768.248;0.055;88.120
768.575;0.046;89.996
768.902;0.053;88.439
769.229;0.063;86.575
769.556;0.073;84.565
769.883;0.062;86.709
770.210;0.057;87.726
770.537;0.067;85.696
770.864;0.061;86.889
771.191;0.060;87.026
771.517;0.058;87.488
771.844;0.047;89.794
772.171;0.051;88.931
772.497;0.061;86.938
772.824;0.047;89.823
773.150;0.060;87.131
773.476;0.051;88.977
773.803;0.071;84.977
774.129;0.065;86.050
774.455;0.055;88.102
774.781;0.057;87.621
775.107;0.069;85.324
775.434;0.058;87.431
775.760;0.053;88.477
776.086;0.054;88.340
776.411;0.061;86.949
776.737;0.057;87.708
777.063;0.059;87.387
777.389;0.060;87.077
777.715;0.057;87.639
778.040;0.058;87.477
778.366;0.057;87.795
778.691;0.050;89.058
779.017;0.050;89.180
779.342;0.063;86.512
779.668;0.056;87.957
779.993;0.046;89.859
780.318;0.047;89.795
780.644;0.061;86.972
780.969;0.036;91.997
781.294;0.067;85.721
781.619;0.046;89.866
781.944;0.061;86.993
782.269;0.041;90.910
782.594;0.053;88.411
782.919;0.058;87.587
783.244;0.067;85.606
783.568;0.050;89.210
783.893;0.059;87.334
784.218;0.048;89.468
784.542;0.044;90.383
784.867;0.060;87.128
785.192;0.045;90.205
785.516;0.044;90.446
785.840;0.061;86.917
786.165;0.036;91.947
786.489;0.048;89.511
786.813;0.051;88.913
787.138;0.038;91.656
787.462;0.050;89.151
787.786;0.048;89.633
788.110;0.069;85.285
788.434;0.041;91.048
788.758;0.035;92.336
789.082;0.054;88.349
789.406;0.059;87.342
789.729;0.049;89.229
790.053;0.038;91.606
790.377;0.038;91.619
790.700;0.048;89.451
791.024;0.047;89.689
791.348;0.038;91.604
791.671;0.054;88.373
791.994;0.049;89.238
792.318;0.046;90.021
792.641;0.046;89.847
792.964;0.054;88.300
793.288;0.042;90.771
793.611;0.034;92.562
793.934;0.049;89.283
794.257;0.066;85.998
794.580;0.048;89.531
794.903;0.040;91.156
795.226;0.045;90.252
795.549;0.052;88.679
795.871;0.044;90.464
796.194;0.043;90.664
796.517;0.037;91.794
796.840;0.046;90.017
797.162;0.054;88.275
797.485;0.038;91.614
797.807;0.045;90.225
798.130;0.044;90.422
798.452;0.027;93.925
798.774;0.052;88.654
799.097;0.056;87.883
799.419;0.021;95.284
799.741;0.038;91.661
800.063;0.037;91.790
800.385;0.028;93.765
800.707;0.031;93.025
801.029;0.049;89.309
801.351;0.045;90.127
801.673;0.046;89.941
801.995;0.042;90.787
802.317;0.031;93.141
802.638;0.051;88.962
802.960;0.036;91.997
803.281;0.042;90.816
803.603;0.027;94.063
803.924;0.043;90.636
804.246;0.046;90.009
804.567;0.042;90.870
804.889;0.019;95.703
805.210;0.047;89.809
805.531;0.048;89.598
805.852;0.045;90.159
806.173;0.036;91.985
806.495;0.051;88.894
806.816;0.014;96.890
807.137;0.040;91.107
807.457;0.034;92.516
807.778;0.019;95.676
808.099;0.022;94.955
808.420;0.036;92.075
808.741;0.008;98.194
809.061;0.008;98.149
809.382;0.052;88.711
809.702;0.005;98.961
810.023;0.015;96.631
810.343;0.041;91.090
810.664;0.034;92.520
810.984;0.033;92.714
811.304;0.063;86.572
811.625;0.032;92.838
811.945;0.000;100.000
812.265;0.048;89.564
812.585;0.051;88.954
812.905;0.057;87.753
813.225;0.020;95.429
813.545;0.032;92.831
813.865;0.048;89.552
814.184;0.022;94.995
814.504;0.023;94.841
814.824;0.029;93.543
815.144;0.020;95.601
815.463;0.022;95.035
815.783;0.027;93.980
816.102;0.043;90.670
816.422;0.005;98.783
816.741;0.039;91.517
817.060;0.028;93.835
817.380;0.046;90.003
817.699;0.020;95.427
818.018;0.037;91.890
818.337;0.015;96.608
818.656;0.026;94.290
818.975;0.031;93.198
819.294;0.033;92.679
819.613;0.000;100.000
819.932;0.038;91.591
820.251;0.031;93.092
820.570;0.010;97.655
820.888;0.012;97.220
821.207;0.025;94.387
821.526;0.038;91.664
821.844;0.053;88.421
822.163;0.030;93.339
822.481;0.048;89.550
822.799;0.042;90.688
823.118;0.017;96.172
823.436;0.030;93.399
823.754;0.062;86.663
824.072;0.055;88.053
824.390;0.025;94.355
824.709;0.033;92.595
825.027;0.056;87.931
825.345;0.011;97.418
825.662;0.011;97.455
825.980;0.063;86.534
826.298;0.058;87.534
826.616;0.047;89.789
826.934;0.029;93.434
827.251;0.032;92.891
827.569;0.032;92.836
827.886;0.013;97.063
828.204;0.060;87.039
828.521;0.016;96.476
828.839;0.024;94.570
829.156;0.044;90.269
829.473;0.037;91.752
829.790;0.032;92.943
830.108;0.067;85.607
830.425;0.058;87.441
830.742;0.042;90.823
831.059;0.055;88.092
831.376;0.041;90.911
831.693;0.041;90.911
832.009;0.032;92.836
832.326;0.042;90.856
832.643;0.032;92.971
832.960;0.021;95.299
833.276;0.031;93.079
833.593;0.062;86.692
833.909;0.058;87.484
834.226;0.052;88.625
834.542;0.056;87.833
834.859;0.060;87.080
835.175;0.020;95.500
835.491;0.067;85.679
835.807;0.034;92.412
836.123;0.028;93.783
836.440;0.031;93.120
836.756;0.019;95.778
837.072;0.024;94.589
837.388;0.032;92.888
837.703;0.051;88.955
838.019;0.051;89.005
838.335;0.080;83.267
838.651;0.021;95.215
838.966;0.034;92.412
839.282;0.084;82.475
839.598;0.047;89.827
839.913;0.102;79.136
840.229;0.066;85.884
840.544;0.038;91.708
840.859;0.042;90.749
841.175;0.071;84.994
841.490;0.044;90.319
841.805;0.082;82.865
842.120;0.060;87.067
842.435;0.034;92.433
842.750;0.100;79.497
843.065;0.045;90.170
843.380;0.058;87.500
843.695;0.046;89.904
844.010;0.012;97.338
844.325;0.050;89.075
844.639;0.045;90.167
844.954;0.024;94.560
845.269;0.053;88.581
845.583;0.079;83.362
845.898;0.034;92.528
846.212;0.080;83.204
846.526;0.045;90.095
846.841;0.044;90.385
847.155;0.049;89.280
847.469;0.034;92.369
847.783;0.062;86.638
848.097;0.000;100.000
848.412;0.075;84.181
848.726;0.007;98.367
849.039;0.087;81.761
849.353;0.044;90.396
849.667;0.057;87.718
849.981;0.040;91.200
850.295;0.067;85.764
850.608;0.087;81.777
850.922;0.072;84.707
851.236;0.054;88.359
851.549;0.060;87.145
851.863;0.056;87.967
852.176;0.070;85.198
852.489;0.057;87.767
852.803;0.048;89.630
853.116;0.065;86.050
853.429;0.048;89.496
853.742;0.062;86.786
854.055;0.066;85.995
854.368;0.008;98.204
854.681;0.070;85.139
854.994;0.075;84.211
855.307;0.099;79.675
855.620;0.056;87.874
855.933;0.070;85.035
856.246;0.064;86.226
856.558;0.077;83.688
856.871;0.025;94.382
857.183;0.045;90.241
857.496;0.029;93.543
857.808;0.077;83.673
858.121;0.065;86.151
858.433;0.031;93.018
858.745;0.081;83.064
859.058;0.026;94.143
859.370;0.053;88.421
859.682;0.037;91.751
859.994;0.034;92.373
860.306;0.031;93.065
860.618;0.076;83.977
860.930;0.068;85.517
861.242;0.045;90.153
861.553;0.005;98.789
861.865;0.050;89.029
862.177;0.043;90.496
862.488;0.095;80.281
862.800;0.107;78.111
863.112;0.086;81.966
863.423;0.055;88.065
863.734;0.075;84.181
864.046;0.033;92.713
864.357;0.051;88.986
864.668;0.023;94.783
864.980;0.044;90.304
865.291;0.050;89.185
865.602;0.054;88.326
865.913;0.039;91.416
866.224;0.047;89.729
866.535;0.048;89.471
866.846;0.021;95.305
867.156;0.056;87.815
867.467;0.072;84.779
867.778;0.027;93.997
868.089;0.008;98.089
868.399;0.000;100.000
868.710;0.011;97.603
869.020;0.034;92.380
869.331;0.070;85.102
869.641;0.060;87.016
869.951;0.017;96.203
870.262;0.031;93.165
870.572;0.029;93.482
870.882;0.081;82.983
871.192;0.051;88.981
871.502;0.058;87.534
871.812;0.070;85.020
872.122;0.041;90.952
872.432;0.061;86.877
872.742;0.053;88.544
873.052;0.034;92.465
873.361;0.002;99.593
873.671;0.058;87.598
873.981;0.062;86.698
874.290;0.018;95.856
874.600;0.000;100.000
874.909;0.038;91.532
875.219;0.079;83.442
875.528;0.030;93.349
875.837;0.007;98.379
876.147;0.010;97.685
876.456;0.013;97.086
876.765;0.000;100.000
877.074;0.028;93.697
877.383;0.041;90.974
877.692;0.000;100.000
878.001;0.000;100.000
878.310;0.000;100.000
878.619;0.018;95.996
878.927;0.050;89.140
879.236;0.047;89.776
879.545;0.038;91.690
879.853;0.098;79.728
880.162;0.078;83.475
880.470;0.083;82.526
880.779;0.045;90.056
881.087;0.064;86.381
881.395;0.043;90.562
881.704;0.045;90.161
882.012;0.048;89.545
882.320;0.030;93.296
882.628;0.048;89.615
882.936;0.071;84.824
883.244;0.017;96.191
883.552;0.024;94.724
883.860;0.059;87.338
884.168;0.045;90.056
884.475;0.113;77.134
884.783;0.105;78.500
885.091;0.000;100.000
885.398;0.039;91.402
885.706;0.012;97.296
886.013;0.013;97.117
886.321;0.000;100.000
886.628;0.000;100.000
886.936;0.064;86.284
887.243;0.042;90.845
887.550;0.119;76.005
887.857;0.070;85.020
888.164;0.023;94.926
888.471;0.009;98.028
888.778;0.045;90.195
889.085;0.028;93.677
889.392;0.010;97.732
889.699;0.041;91.070
890.006;0.029;93.577
890.312;0.022;95.063
890.619;0.000;100.000
890.926;0.000;100.000
891.232;0.005;98.925
891.539;0.091;81.140
891.845;0.021;95.220
892.152;0.074;84.333
892.458;0.095;80.404
892.764;0.029;93.474
893.070;0.000;100.000
893.377;0.027;94.036
893.683;0.034;92.543
893.989;0.051;89.015
894.295;0.145;71.645
894.601;0.079;83.324
894.907;0.014;96.818
895.213;0.039;91.345
895.518;0.042;90.739
895.824;0.031;93.057
896.130;0.043;90.576
896.435;0.056;87.992
896.741;0.068;85.517
897.046;0.038;91.596
897.352;0.064;86.241
897.657;0.002;99.480
897.963;0.030;93.260
898.268;0.064;86.241
898.573;0.050;89.069
898.878;0.057;87.767
899.183;0.000;100.000
899.488;0.000;100.000
899.793;0.000;100.000
900.098;0.000;100.000
900.403;0.060;87.044
900.708;0.147;71.310
901.013;0.092;80.900
901.318;0.044;90.264
901.622;0.050;89.140
901.927;0.023;94.783
902.232;0.039;91.402
902.536;0.003;99.261
902.841;0.000;100.000
903.145;0.003;99.261
903.449;0.003;99.354
903.754;0.000;100.000
904.058;0.025;94.477
904.362;0.049;89.238
904.666;0.092;80.900
904.970;0.047;89.840
905.274;0.012;97.380
905.578;0.000;100.000
905.882;0.000;100.000
906.186;0.000;100.000
906.490;0.007;98.471
906.793;0.000;100.000
907.097;0.004;98.988
907.401;0.045;90.056
907.704;0.092;80.900
908.008;0.069;85.237
908.311;0.076;83.968
908.615;0.090;81.348
908.918;0.133;73.604
909.221;0.131;74.033
909.525;0.041;90.936
909.828;0.000;100.000
910.131;0.007;98.471
910.434;0.077;83.843
910.737;0.204;62.527
911.040;0.142;72.071
911.343;0.112;77.265
911.646;0.113;77.105
911.949;0.072;84.797
912.251;0.065;86.050
912.554;0.000;100.000
912.857;0.000;100.000
913.159;0.023;94.855
913.462;0.045;90.056
913.764;0.074;84.333
914.067;0.060;87.194
914.369;0.129;74.235
914.671;0.266;54.176
914.973;0.272;53.433
915.276;0.215;60.924
915.578;0.158;69.534
915.880;0.096;80.190
916.182;0.051;89.015
916.484;0.142;72.071
916.786;0.121;75.750
917.087;0.045;90.056
917.389;0.000;100.000
917.691;0.062;86.786
917.993;0.151;70.600
918.294;0.142;72.071
918.596;0.112;77.265
918.897;0.006;98.557
919.199;0.044;90.365
919.500;0.047;89.729
919.802;0.000;100.000
920.103;0.000;100.000
920.404;0.000;100.000
920.705;0.006;98.557
921.006;0.051;88.939
921.307;0.058;87.581
921.608;0.088;81.565
921.909;0.173;67.167
922.210;0.145;71.684
922.511;0.129;74.235
922.812;0.180;66.094
923.113;0.241;57.357
923.413;0.202;62.875
923.714;0.189;64.714
924.015;0.128;74.395
924.315;0.159;69.313
924.615;0.150;70.819
924.916;0.052;88.625
925.216;0.031;93.149
925.516;0.037;91.844
925.817;0.000;100.000
926.117;0.000;100.000
926.417;0.044;90.365
926.717;0.033;92.671
927.017;0.101;79.230
927.317;0.210;61.705
927.617;0.142;72.071
927.917;0.040;91.200
928.216;0.007;98.471
928.516;0.007;98.471
928.816;0.062;86.786
929.115;0.107;78.242
929.415;0.021;95.258
929.715;0.000;100.000
930.014;0.062;86.786
930.313;0.085;82.187
930.613;0.108;77.957
930.912;0.140;72.449
931.211;0.077;83.843
931.510;0.121;75.750
931.809;0.197;63.553
932.108;0.092;80.900
932.407;0.089;81.472
932.706;0.062;86.786
933.005;0.007;98.471
933.304;0.049;89.382
933.603;0.074;84.333
933.902;0.000;100.000
934.200;0.067;85.654
934.499;0.084;82.337
934.797;0.095;80.372
935.096;0.092;80.900
935.394;0.047;89.729
935.693;0.147;71.354
935.991;0.162;68.841
936.289;0.006;98.557
936.587;0.051;89.015
936.885;0.000;100.000
937.184;0.000;100.000
937.482;0.000;100.000
937.780;0.121;75.750
938.077;0.060;87.194
938.375;0.028;93.775
938.673;0.121;75.750
938.971;0.063;86.427
939.269;0.043;90.658
939.566;0.049;89.382
939.864;0.156;69.808
940.161;0.153;70.360
940.459;0.132;73.866
940.756;0.006;98.639
941.054;0.000;100.000
941.351;0.044;90.464
941.648;0.116;76.530
941.945;0.208;61.885
942.242;0.147;71.354
942.539;0.092;80.900
942.836;0.081;83.013
943.133;0.103;78.890
943.430;0.092;80.900
943.727;0.095;80.372
944.024;0.092;80.900
944.321;0.208;61.885
944.617;0.247;56.603
944.914;0.178;66.329
945.210;0.157;69.619
945.507;0.190;64.526
945.803;0.133;73.662
946.100;0.113;77.105
946.396;0.153;70.360
946.692;0.100;79.429
946.989;0.032;92.917
947.285;0.085;82.187
947.581;0.077;83.843
947.877;0.079;83.324
948.173;0.082;82.773
948.469;0.216;60.779
948.765;0.237;57.923
949.061;0.151;70.600
949.356;0.068;85.478
949.652;0.063;86.427
949.948;0.086;82.014
950.243;0.128;74.395
950.539;0.020;95.441
950.834;0.000;100.000
951.130;0.016;96.476
951.425;0.000;100.000
951.720;0.010;97.685
952.016;0.166;68.176
952.311;0.173;67.167
952.606;0.148;71.068
952.901;0.121;75.750
953.196;0.063;86.427
953.491;0.095;80.432
953.786;0.067;85.654
954.081;0.058;87.581
954.376;0.044;90.365
954.670;0.043;90.658
954.965;0.067;85.654
955.260;0.067;85.654
955.554;0.077;83.843
955.849;0.000;100.000
956.143;0.000;100.000
956.438;0.012;97.380
956.732;0.116;76.638
957.026;0.164;68.540
957.320;0.045;90.056
957.615;0.000;100.000
957.909;0.000;100.000
958.203;0.000;100.000
958.497;0.022;95.063
958.791;0.022;95.063
959.085;0.000;100.000
959.378;0.036;92.136
959.672;0.037;91.844
959.966;0.069;85.406
960.260;0.107;78.242
960.553;0.166;68.176
960.847;0.121;75.750
961.140;0.092;80.900
961.434;0.124;75.090
961.727;0.067;85.654
962.020;0.074;84.333
962.314;0.045;90.056
962.607;0.064;86.353
962.900;0.116;76.530
963.193;0.173;67.167
963.486;0.037;91.844
963.779;0.000;100.000
964.072;0.116;76.638
964.365;0.149;70.981
964.658;0.142;72.071
964.950;0.126;74.796
965.243;0.151;70.600
965.536;0.131;74.033
965.828;0.044;90.464
966.121;0.026;94.143
966.413;0.107;78.242
966.706;0.215;60.924
966.998;0.129;74.235
967.290;0.049;89.382
967.582;0.000;100.000
967.875;0.050;89.140
968.167;0.121;75.750
968.459;0.136;73.086
968.751;0.100;79.429
969.043;0.078;83.587
969.335;0.074;84.333
969.626;0.000;100.000
969.918;0.000;100.000
970.210;0.032;92.917
970.501;0.105;78.611
970.793;0.000;100.000
971.085;0.000;100.000
971.376;0.000;100.000
971.668;0.000;100.000
971.959;0.020;95.441
972.250;0.062;86.786
972.541;0.137;72.889
972.833;0.228;59.088
973.124;0.184;65.450
973.415;0.045;90.056
973.706;0.016;96.350
973.997;0.032;92.917
974.288;0.010;97.685
974.579;0.092;80.900
974.869;0.011;97.538
975.160;0.000;100.000
975.451;0.055;88.065
975.741;0.042;90.845
976.032;0.067;85.654
976.322;0.014;96.818
976.613;0.000;100.000
976.903;0.000;100.000
977.194;0.173;67.167
977.484;0.173;67.167
977.774;0.194;64.045
978.064;0.173;67.167
978.354;0.092;80.900
978.644;0.142;72.071
978.934;0.301;50.000
979.224;0.383;41.417
979.514;0.272;53.433
979.804;0.092;80.900
980.094;0.045;90.056
980.383;0.067;85.654
980.673;0.000;100.000
980.963;0.000;100.000
981.252;0.020;95.441
981.541;0.079;83.324
981.831;0.100;79.429
982.120;0.173;67.167
982.410;0.085;82.187
982.699;0.000;100.000
982.988;0.134;73.409
983.277;0.208;61.885
983.566;0.248;56.437
983.855;0.121;75.750
984.144;0.000;100.000
984.433;0.173;67.167
984.722;0.438;36.447
985.010;0.444;35.955
985.299;0.000;100.000
985.588;0.000;100.000
985.876;0.202;62.875
986.165;3.000;0.100
986.453;0.000;100.000
986.742;0.000;100.000
987.030;0.105;78.611
987.318;0.109;77.731
987.607;0.109;77.731
987.895;0.202;62.875
988.183;0.262;54.682
988.471;3.000;0.100
988.759;0.370;42.643
989.047;0.301;50.000
989.335;0.879;13.214
989.623;0.301;50.000
989.911;0.036;92.136
990.198;0.000;100.000
990.486;0.000;100.000
990.774;0.000;100.000
991.061;0.000;100.000
991.349;0.074;84.333
991.636;0.370;42.643
991.923;3.000;0.100
992.211;0.000;100.000
992.498;0.000;100.000
992.785;0.000;100.000
993.072;0.000;100.000
993.359;0.000;100.000
993.646;0.000;100.000
993.933;0.121;75.750
994.220;0.301;50.000
994.507;0.484;32.833
994.794;3.000;0.100
995.081;0.879;13.214
995.367;0.241;57.357
995.654;0.052;88.625
995.940;0.000;100.000
996.227;3.000;0.100
996.513;0.000;100.000
996.800;3.000;0.100
997.086;3.000;0.100
997.372;0.173;67.167
997.659;0.000;100.000
997.945;0.000;100.000
998.231;0.000;100.000
998.517;0.074;84.333
998.803;3.000;0.100
999.089;0.719;19.100
999.375;0.430;37.125
999.660;0.301;50.000
999.946;0.484;32.833
1000.232;0.419;38.115
1000.517;1.056;8.800
1000.803;3.000;0.100
1001.088;3.000;0.100
1001.374;3.000;0.100
1001.659;3.000;0.100
1001.945;0.805;15.667
1002.230;0.173;67.167
1002.515;3.000;0.100
1002.800;3.000;0.100
1003.085;0.000;100.000
1003.370;0.401;39.700
1003.655;3.000;0.100
1003.940;0.000;100.000
1004.225;3.000;0.100
1004.510;3.000;0.100
1004.795;0.000;100.000
1005.079;0.000;100.000
1005.364;0.484;32.833
1005.649;3.000;0.100
1005.933;0.000;100.000
1006.218;0.121;75.750
1006.502;3.000;0.100
1006.786;3.000;0.100
1007.071;3.000;0.100
1007.355;0.000;100.000
1007.639;0.000;100.000
1007.923;3.000;0.100
1008.207;3.000;0.100
1008.491;0.000;100.000
1008.775;0.000;100.000
1009.059;3.000;0.100
1009.343;3.000;0.100
1009.626;1.056;8.800
1009.910;3.000;0.100
1010.194;3.000;0.100
1010.477;0.301;50.000
1010.761;0.301;50.000
1011.044;0.484;32.833
1011.328;3.000;0.100
1011.611;3.000;0.100
1011.894;3.000;0.100
1012.177;0.000;100.000
1012.461;0.000;100.000
1012.744;3.000;0.100
1013.027;1.219;6.044
1013.310;3.000;0.100
1013.593;3.000;0.100
1013.875;3.000;0.100
1014.158;3.000;0.100
1014.441;0.615;24.250
1014.724;0.401;39.700
1015.006;0.121;75.750
1015.289;0.202;62.875
1015.571;0.052;88.625
1015.854;0.092;80.900
1016.136;0.615;24.250
1016.419;0.484;32.833
1016.701;3.000;0.100
1016.983;3.000;0.100
1017.265;3.000;0.100
1017.547;0.000;100.000
1017.829;0.000;100.000
1018.111;0.000;100.000
1018.393;0.142;72.071
1018.675;3.000;0.100
1018.957;3.000;0.100
1019.239;0.615;24.250
1019.520;3.000;0.100
1019.802;3.000;0.100
1020.084;0.719;19.100
1020.365;0.370;42.643
1020.647;0.036;92.136
1020.928;0.022;95.063
1021.209;0.032;92.917
1021.491;0.000;100.000
1021.772;0.000;100.000
1022.053;0.000;100.000
1022.334;0.000;100.000
1022.615;0.000;100.000
1022.896;0.000;100.000
1023.177;0.000;100.000
1023.458;0.000;100.000
1023.739;0.000;100.000
1024.019;3.000;0.100
1024.300;0.062;86.786
1024.581;0.029;93.577
