Wave;Sample;Dark;Reference
417.013;274.964;14.120;0.000
417.176;431.327;5.779;0.000
417.340;467.735;2.486;0.000
417.504;266.420;10.707;0.000
417.668;276.823;1.429;0.000
417.831;854.499;0.700;0.000
417.995;965.593;9.797;0.000
418.159;872.772;3.484;0.000
418.322;328.446;8.794;0.000
418.486;326.078;-1.986;0.000
418.650;616.484;10.715;0.000
418.813;1613.967;-0.136;0.000
418.977;2015.577;10.856;0.000
419.141;691.821;3.258;0.000
419.304;646.320;3.670;0.000
419.468;924.230;4.120;0.000
419.632;2598.472;14.149;0.000
419.795;5036.817;14.068;0.000
419.959;5290.310;25.449;0.000
420.123;1583.328;15.039;0.000
420.286;394.004;-2.668;0.000
420.450;339.746;-2.367;0.000
420.613;92.221;6.168;0.000
420.777;249.147;8.662;0.000
420.941;329.479;6.785;0.000
421.104;280.280;7.791;0.000
421.268;199.380;6.255;0.000
421.431;37.050;4.817;0.000
421.595;122.879;-3.632;0.000
421.758;216.613;7.773;0.000
421.922;102.712;8.602;0.000
422.085;292.901;6.844;0.000
422.249;221.386;-0.592;0.000
422.412;190.086;10.736;0.000
422.576;145.867;3.509;0.000
422.739;200.259;2.990;0.000
422.903;239.343;-1.450;0.000
423.066;179.643;-3.434;0.000
423.230;184.244;1.299;0.000
423.393;156.864;4.777;0.000
423.557;349.666;9.320;0.000
423.720;289.322;2.340;0.000
423.884;340.642;5.437;0.000
424.047;385.233;1.541;0.000
424.211;390.889;11.715;0.000
424.374;402.498;3.780;0.000
424.538;470.307;10.230;0.000
424.701;257.840;5.980;0.000
424.864;307.702;6.506;0.000
425.028;460.886;4.127;0.000
425.191;282.639;3.305;0.000
425.355;193.429;9.422;0.000
425.518;731.410;10.814;0.000
425.682;1315.541;13.164;0.000
425.845;1475.900;10.163;0.000
426.008;722.882;7.423;0.000
426.172;360.410;5.065;0.000
426.335;1144.759;11.407;0.000
426.498;1245.694;14.214;0.000
426.662;638.828;6.517;0.000
426.825;770.271;4.531;0.000
426.988;2100.427;17.246;0.000
427.152;1847.173;8.188;0.000
427.315;479.110;10.881;0.000
427.478;274.110;1.362;0.000
427.642;226.404;4.414;0.000
427.805;311.902;2.651;0.000
427.968;256.038;4.867;0.000
428.132;363.541;3.675;0.000
428.295;239.652;6.143;0.000
428.458;533.495;6.602;0.000
428.621;260.205;0.786;0.000
428.785;135.871;4.903;0.000
428.948;311.271;9.512;0.000
429.111;255.743;4.858;0.000
429.274;186.598;-0.621;0.000
429.438;165.679;9.225;0.000
429.601;705.714;4.475;0.000
429.764;1648.332;18.123;0.000
429.927;1399.685;0.833;0.000
430.090;512.162;-2.008;0.000
430.254;122.555;5.268;0.000
430.417;323.715;2.153;0.000
430.580;68.590;-0.713;0.000
430.743;295.084;5.345;0.000
430.906;139.670;1.119;0.000
431.070;181.039;4.179;0.000
431.233;134.803;-1.042;0.000
431.396;363.040;7.066;0.000
431.559;263.270;0.137;0.000
431.722;449.265;6.022;0.000
431.885;112.815;4.761;0.000
