NA	Step NA->	0	0	0	0
Time(s):	Sweep V(V):	Ch1 I1(A):	Ch1 I2(A):	Ch2 V1(V):	Ch2 V2(V):
3.000000E-3	-1.000000E-2	-8.082398E-8	-8.140444E-8	-1.079220E-4	-1.088830E-4
2.470000E-1	-9.000000E-3	-7.294138E-8	-7.341038E-8	-9.714100E-5	-9.938300E-5
3.670000E-1	-8.000000E-3	-6.437529E-8	-6.489054E-8	-8.454500E-5	-8.454500E-5
4.870000E-1	-7.000000E-3	-5.619614E-8	-5.619404E-8	-7.280199E-5	-7.226900E-5
6.060000E-1	-6.000000E-3	-4.786136E-8	-4.799176E-8	-5.924500E-5	-5.956600E-5
7.270000E-1	-5.000000E-3	-3.947820E-8	-3.986306E-8	-4.793000E-5	-4.750300E-5
8.460000E-1	-4.000000E-3	-3.132850E-8	-3.167972E-8	-3.234500E-5	-3.629400E-5
9.650000E-1	-3.000000E-3	-2.318512E-8	-2.323980E-8	-2.444500E-5	-2.508600E-5
1.085000E+0	-2.000000E-3	-1.489238E-8	-1.498702E-8	-1.152900E-5	-1.238300E-5
1.204000E+0	-9.999998E-4	-6.822600E-9	-6.887800E-9	2.775000E-6	1.708000E-6
1.324000E+0	1.490116E-10	1.274500E-9	1.276600E-9	1.323700E-5	1.195600E-5
1.444000E+0	1.000000E-3	9.394760E-9	9.384240E-9	2.551300E-5	2.465900E-5
1.563000E+0	2.000000E-3	1.752552E-8	1.748976E-8	3.554700E-5	3.640100E-5
1.683000E+0	3.000000E-3	2.554902E-8	2.568572E-8	4.558100E-5	4.835700E-5
1.803000E+0	4.000000E-3	3.367978E-8	3.374708E-8	5.967200E-5	6.127300E-5
1.922000E+0	5.000000E-3	4.172010E-8	4.164228E-8	7.088100E-5	7.290900E-5
2.042000E+0	6.000000E-3	4.990348E-8	4.981726E-8	8.262300E-5	8.561200E-5
2.161000E+0	7.000000E-3	5.785758E-8	5.785128E-8	9.543300E-5	9.682100E-5
2.281000E+0	8.000000E-3	6.586006E-8	6.656460E-8	1.074950E-4	1.084560E-4
2.401000E+0	9.000001E-3	7.390668E-8	7.422006E-8	1.194510E-4	1.203050E-4
2.520000E+0	1.000000E-2	8.262422E-8	8.226880E-8	1.320480E-4	1.309800E-4
