NA	Step NA->	0	0	0	0
Time(s):	Sweep V(V):	Ch1 I1(A):	Ch1 I2(A):	Ch2 V1(V):	Ch2 V2(V):
3.000000E-3	-1.000000E-2	-1.722056E-8	-1.801134E-8	-4.732207E-5	-5.153433E-5
2.510000E-1	-9.000000E-3	-1.547284E-8	-1.641926E-8	-4.728567E-5	-4.445037E-5
3.710000E-1	-8.000000E-3	-1.371672E-8	-1.426144E-8	-3.700771E-5	-4.001860E-5
4.920000E-1	-7.000000E-3	-1.184702E-8	-1.274296E-8	-3.035633E-5	-3.545300E-5
6.120000E-1	-6.000000E-3	-1.032644E-8	-1.053466E-8	-3.077284E-5	-2.806603E-5
7.320000E-1	-5.000000E-3	-8.524061E-9	-8.606080E-9	-2.215239E-5	-2.336981E-5
8.520000E-1	-4.000000E-3	-6.713240E-9	-6.934080E-9	-2.138789E-5	-1.692934E-5
9.720000E-1	-3.000000E-3	-4.944500E-9	-5.018100E-9	-1.085830E-5	-1.175557E-5
1.092000E+0	-2.000000E-3	-3.222020E-9	-3.203100E-9	-5.363290E-6	-6.982230E-6
1.211000E+0	-9.999998E-4	-1.482720E-9	-1.497440E-9	-3.447800E-7	-1.629650E-6
1.331000E+0	1.490116E-10	2.608000E-10	2.629000E-10	3.884610E-6	2.040810E-6
1.450000E+0	1.000000E-3	2.021120E-9	2.031640E-9	9.457760E-6	1.220526E-5
1.569000E+0	2.000000E-3	3.810900E-9	3.855060E-9	1.693468E-5	1.458978E-5
1.688000E+0	3.000000E-3	5.588060E-9	5.737380E-9	2.139322E-5	2.254640E-5
1.808000E+0	4.000000E-3	7.306320E-9	7.607080E-9	2.874593E-5	2.843006E-5
1.928000E+0	5.000000E-3	9.123440E-9	9.220200E-9	3.583631E-5	3.029742E-5
2.047000E+0	6.000000E-3	1.082700E-8	1.103942E-8	3.699270E-5	3.569069E-5
2.167000E+0	7.000000E-3	1.262940E-8	1.270300E-8	4.287959E-5	4.045008E-5
2.287000E+0	8.000000E-3	1.439814E-8	1.429508E-8	4.869473E-5	5.062847E-5
2.406000E+0	9.000001E-3	1.595236E-8	1.608486E-8	5.297766E-5	5.434285E-5
2.526000E+0	1.000000E-2	1.786832E-8	1.802186E-8	6.054452E-5	6.015584E-5
