1.551	82.182
1.553	144.788
1.556	256.727
1.557	287.258
1.558	343.045
1.560	396.697
1.564	431.409
1.565	430.652
1.566	430.242
1.568	423.288
1.569	409.879
1.572	405.273
1.574	405.530
1.575	420.273
1.576	414.424
1.578	418.409
1.581	442.424
1.584	440.773
1.585	452.015
1.587	455.242
1.589	448.773
1.590	456.652
1.595	443.333
1.596	458.000
1.598	448.273
1.599	442.955
1.602	448.061
1.605	448.727
1.607	455.045
1.609	449.439
1.611	447.606
1.612	448.000
1.615	443.682
1.618	426.318
1.620	432.545
1.621	426.591
1.623	419.636
1.626	418.667
1.628	417.727
1.631	408.530
1.633	403.652
1.634	409.030
1.637	401.758
1.639	395.167
1.642	389.712
1.645	392.152
1.646	391.167
1.648	387.061
1.650	393.697
1.654	396.061
1.656	411.470
1.659	396.576
1.660	399.833
1.662	408.379
1.665	409.242
1.667	418.485
1.670	415.667
1.671	429.833
1.672	422.242
1.676	428.227
1.679	430.152
1.681	444.152
1.683	435.864
1.685	446.364
1.686	2.091
1.690	1.667
1.693	449.091
1.695	445.682
1.697	451.864
1.700	448.197
1.703	445.318
1.705	454.803
1.707	469.606
1.709	468.682
1.711	472.273
1.714	471.909
1.717	467.409
1.719	476.712
1.721	476.106
1.722	483.682
1.726	484.530
1.729	494.652
1.730	483.848
1.733	498.864
1.735	490.682
1.738	505.742
1.741	491.545
1.744	497.712
1.745	498.091
1.748	486.667
1.751	491.379
