02/12/2019 10:32
Laser wavelength: -3
N to average: 1
Int: 0.10 s
LambdaCenter: 700.0 nm
grating: 0 
Int: 0.10 s
LambdaCenter: 800.0 nm
grating: 0 
 -------------
Grating 0=300 gr 1000 nm/mirror
Grating 1=900 gr 600 nm/600 gr 1000 nm
Grating 2=1800 gr 500 nm
2.018348	4.000000	1.733114	227.000000
2.017792	-2.000000	1.732710	257.000000
2.017237	-4.000000	1.732306	265.000000
2.016683	-3.000000	1.731902	303.000000
2.016128	3.000000	1.731499	333.000000
2.015574	1.000000	1.731095	355.000000
2.015021	-1.000000	1.730692	356.000000
2.014467	-1.000000	1.730289	390.000000
2.013914	1.000000	1.729886	412.000000
2.013361	6.000000	1.729483	434.000000
2.012808	0.000000	1.729081	465.000000
2.012256	-1.000000	1.728678	501.000000
2.011704	-1.000000	1.728276	545.000000
2.011153	3.000000	1.727874	554.000000
2.010601	-2.000000	1.727473	599.000000
2.010050	5.000000	1.727071	635.000000
2.009499	8.000000	1.726670	649.000000
2.008949	-3.000000	1.726268	716.000000
2.008399	4.000000	1.725867	739.000000
2.007849	3.000000	1.725467	805.000000
2.007299	-6.000000	1.725066	829.000000
2.006750	-1.000000	1.724665	875.000000
2.006201	3.000000	1.724265	931.000000
2.005653	0.000000	1.723865	990.000000
2.005104	1.000000	1.723465	1023.000000
2.004556	-2.000000	1.723065	1105.000000
2.004009	8.000000	1.722666	1154.000000
2.003461	2.000000	1.722267	1204.000000
2.002914	5.000000	1.721867	1266.000000
2.002367	1.000000	1.721468	1353.000000
2.001821	3.000000	1.721070	1396.000000
2.001274	-3.000000	1.720671	1472.000000
2.000728	5.000000	1.720273	1579.000000
2.000183	-1.000000	1.719874	1651.000000
1.999637	-1.000000	1.719476	1727.000000
1.999092	-10.000000	1.719078	1816.000000
1.998548	1.000000	1.718681	1914.000000
1.998003	1.000000	1.718283	1989.000000
1.997459	4.000000	1.717886	2099.000000
1.996915	1.000000	1.717489	2204.000000
1.996371	5.000000	1.717092	2325.000000
1.995828	-4.000000	1.716695	2441.000000
1.995285	3.000000	1.716298	2530.000000
1.994743	2.000000	1.715902	2663.000000
1.994200	0.000000	1.715506	2781.000000
1.993658	1.000000	1.715110	2911.000000
1.993116	1.000000	1.714714	3071.000000
1.992575	1.000000	1.714318	3210.000000
1.992034	-3.000000	1.713923	3374.000000
1.991493	3.000000	1.713527	3529.000000
1.990952	-2.000000	1.713132	3662.000000
1.990412	3.000000	1.712737	3860.000000
1.989872	3.000000	1.712343	3997.000000
1.989332	9.000000	1.711948	4194.000000
1.988792	3.000000	1.711554	4340.000000
1.988253	-3.000000	1.711159	4575.000000
1.987714	2.000000	1.710765	4776.000000
1.987176	1.000000	1.710372	4944.000000
1.986638	3.000000	1.709978	5113.000000
1.986100	-5.000000	1.709584	5338.000000
1.985562	0.000000	1.709191	5555.000000
1.985024	3.000000	1.708798	5732.000000
1.984487	-5.000000	1.708405	5890.000000
1.983950	3.000000	1.708012	6056.000000
1.983414	2.000000	1.707620	6251.000000
1.982878	7.000000	1.707227	6385.000000
1.982342	-1.000000	1.706835	6561.000000
1.981806	8.000000	1.706443	6686.000000
1.981271	5.000000	1.706051	6777.000000
1.980736	-3.000000	1.705659	6840.000000
1.980201	5.000000	1.705268	6893.000000
1.979666	1.000000	1.704877	6872.000000
1.979132	6.000000	1.704485	6850.000000
1.978598	0.000000	1.704094	6812.000000
1.978064	6.000000	1.703704	6807.000000
1.977531	0.000000	1.703313	6719.000000
1.976998	4.000000	1.702923	6639.000000
1.976465	10.000000	1.702532	6467.000000
1.975933	-2.000000	1.702142	6323.000000
1.975401	-3.000000	1.701752	6198.000000
1.974869	5.000000	1.701363	6023.000000
1.974337	-2.000000	1.700973	5783.000000
1.973806	4.000000	1.700584	5617.000000
1.973275	-2.000000	1.700195	5297.000000
1.972744	0.000000	1.699806	5164.000000
1.972213	2.000000	1.699417	4946.000000
1.971683	2.000000	1.699028	4699.000000
1.971153	4.000000	1.698640	4477.000000
1.970624	0.000000	1.698251	4219.000000
1.970094	3.000000	1.697863	4087.000000
1.969565	-4.000000	1.697475	3847.000000
1.969036	2.000000	1.697088	3613.000000
1.968508	3.000000	1.696700	3354.000000
1.967980	3.000000	1.696313	3143.000000
1.967452	0.000000	1.695925	2943.000000
1.966924	-1.000000	1.695538	2757.000000
1.966397	-3.000000	1.695151	2568.000000
1.965870	4.000000	1.694765	2404.000000
1.965343	1.000000	1.694378	2274.000000
1.964816	3.000000	1.693992	2139.000000
1.964290	-2.000000	1.693606	1983.000000
1.963764	2.000000	1.693220	1855.000000
1.963238	-1.000000	1.692834	1719.000000
1.962713	2.000000	1.692448	1597.000000
1.962188	-1.000000	1.692063	1515.000000
1.961663	3.000000	1.691678	1404.000000
1.961138	-3.000000	1.691292	1327.000000
1.960614	2.000000	1.690908	1240.000000
1.960090	-4.000000	1.690523	1184.000000
1.959566	9.000000	1.690138	1088.000000
1.959043	0.000000	1.689754	1030.000000
1.958520	2.000000	1.689370	944.000000
1.957997	0.000000	1.688985	899.000000
1.957474	-3.000000	1.688602	819.000000
1.956952	-2.000000	1.688218	790.000000
1.956430	-2.000000	1.687834	735.000000
1.955908	4.000000	1.687451	683.000000
1.955387	6.000000	1.687068	640.000000
1.954866	5.000000	1.686685	580.000000
1.954345	-2.000000	1.686302	552.000000
1.953824	-6.000000	1.685919	520.000000
1.953304	1.000000	1.685537	492.000000
1.952784	0.000000	1.685154	439.000000
1.952264	2.000000	1.684772	402.000000
1.951744	1.000000	1.684390	373.000000
1.951225	2.000000	1.684008	356.000000
1.950706	-3.000000	1.683627	332.000000
1.950187	1.000000	1.683245	303.000000
1.949669	4.000000	1.682864	282.000000
1.949151	-2.000000	1.682483	270.000000
1.948633	4.000000	1.682102	247.000000
1.948115	-3.000000	1.681721	229.000000
1.947598	0.000000	1.681341	215.000000
1.947081	8.000000	1.680960	212.000000
1.946564	1.000000	1.680580	188.000000
1.946048	-3.000000	1.680200	175.000000
1.945531	-2.000000	1.679820	169.000000
1.945015	5.000000	1.679440	144.000000
1.944500	2.000000	1.679061	144.000000
1.943984	7.000000	1.678681	132.000000
1.943469	0.000000	1.678302	130.000000
1.942954	6.000000	1.677923	125.000000
1.942440	2.000000	1.677544	112.000000
1.941925	-3.000000	1.677165	110.000000
1.941411	-2.000000	1.676787	100.000000
